"","chromosome_name","spin","ensembl_gene_id","hgnc_symbol"
"456","chr5","Interior_Repr1","ENSG00000262576","PCDHGA4"
"457","chr5","Interior_Act1","ENSG00000262576","PCDHGA4"
"458","chr5","Interior_Act2","ENSG00000262576","PCDHGA4"
"459","chr5","Interior_Repr1","ENSG00000253910","PCDHGB2"
"460","chr5","Interior_Act1","ENSG00000253910","PCDHGB2"
"461","chr5","Interior_Act2","ENSG00000253910","PCDHGB2"
"462","chr5","Interior_Repr1","ENSG00000253485","PCDHGA5"
"463","chr5","Interior_Act1","ENSG00000253485","PCDHGA5"
"464","chr5","Interior_Act2","ENSG00000253485","PCDHGA5"
"465","chr5","Interior_Repr1","ENSG00000262209","PCDHGB3"
"466","chr5","Interior_Act1","ENSG00000262209","PCDHGB3"
"467","chr5","Interior_Act2","ENSG00000262209","PCDHGB3"
"468","chr5","Interior_Repr1","ENSG00000253731","PCDHGA6"
"469","chr5","Interior_Act1","ENSG00000253731","PCDHGA6"
"470","chr5","Interior_Act2","ENSG00000253731","PCDHGA6"
"471","chr5","Interior_Repr1","ENSG00000253537","PCDHGA7"
"472","chr5","Interior_Act1","ENSG00000253537","PCDHGA7"
"473","chr5","Interior_Act2","ENSG00000253537","PCDHGA7"
"474","chr5","Interior_Repr1","ENSG00000253953","PCDHGB4"
"475","chr5","Interior_Act1","ENSG00000253953","PCDHGB4"
"476","chr5","Interior_Act2","ENSG00000253953","PCDHGB4"
"477","chr5","Interior_Repr1","ENSG00000253767","PCDHGA8"
"478","chr5","Interior_Act1","ENSG00000253767","PCDHGA8"
"479","chr5","Interior_Act2","ENSG00000253767","PCDHGA8"
"480","chr5","Lamina","ENSG00000186314","PRELID2"
"481","chr5","Near_Lm2","ENSG00000186314","PRELID2"
"482","chr5","Near_Lm2","ENSG00000156475","PPP2R2B"
"483","chr5","Lamina","ENSG00000156475","PPP2R2B"
"484","chr5","Lamina","ENSG00000113657","DPYSL3"
"485","chr5","Near_Lm2","ENSG00000249834","PGBD4P3"
"486","chr5","Lamina","ENSG00000155511","GRIA1"
"487","chr5","Near_Lm2","ENSG00000155511","GRIA1"
"488","chr5","Near_Lm2","ENSG00000145850","TIMD4"
"489","chr5","Near_Lm2","ENSG00000135077","HAVCR2"
"490","chr5","Near_Lm2","ENSG00000155868","MED7"
"491","chr5","Lamina","ENSG00000164330","EBF1"
"492","chr5","Near_Lm2","ENSG00000164330","EBF1"
"493","chr5","Lamina","ENSG00000145934","TENM2"
"494","chr5","Near_Lm2","ENSG00000145934","TENM2"
"495","chr5","Near_Lm2","ENSG00000204764","RANBP17"
"496","chr5","Lamina","ENSG00000204764","RANBP17"
"497","chr5","Interior_Repr1","ENSG00000204764","RANBP17"
"498","chr6","Near_Lm1","ENSG00000112186","CAP2"
"499","chr6","Interior_Act3","ENSG00000145996","CDKAL1"
"500","chr6","Near_Lm1","ENSG00000079689","SCGN"
"501","chr6","Near_Lm2","ENSG00000069122","GPR116"
"502","chr6","Near_Lm2","ENSG00000151914","DST"
"503","chr6","Interior_Act3","ENSG00000151914","DST"
"504","chr6","Near_Lm2","ENSG00000082293","COL19A1"
"505","chr6","Interior_Act3","ENSG00000082269","FAM135A"
"506","chr6","Near_Lm2","ENSG00000112305","SMAP1"
"507","chr6","Near_Lm2","ENSG00000185760","KCNQ5"
"508","chr6","Near_Lm2","ENSG00000233844","KCNQ5-IT1"
"509","chr6","Near_Lm2","ENSG00000112701","SENP6"
"510","chr6","Near_Lm2","ENSG00000196586","MYO6"
"511","chr6","Near_Lm2","ENSG00000112706","IMPG1"
"512","chr6","Lamina","ENSG00000112706","IMPG1"
"513","chr6","Near_Lm2","ENSG00000065833","ME1"
"514","chr6","Near_Lm2","ENSG00000112249","ASCC3"
"515","chr6","Near_Lm2","ENSG00000196591","HDAC2"
"516","chr6","Lamina","ENSG00000196376","SLC35F1"
"517","chr6","Near_Lm2","ENSG00000196376","SLC35F1"
"518","chr6","Lamina","ENSG00000188580","NKAIN2"
"519","chr6","Near_Lm2","ENSG00000188580","NKAIN2"
"520","chr6","Near_Lm2","ENSG00000111906","HDDC2"
"521","chr6","Near_Lm2","ENSG00000152818","UTRN"
"522","chr6","Lamina","ENSG00000152818","UTRN"
"523","chr6","Near_Lm2","ENSG00000152822","GRM1"
"524","chr6","Lamina","ENSG00000152822","GRM1"
"525","chr6","Lamina","ENSG00000118492","ADGB"
"526","chr6","Near_Lm2","ENSG00000118492","ADGB"
"527","chr6","Interior_Act3","ENSG00000203727","SAMD5"
"528","chr6","Near_Lm1","ENSG00000203727","SAMD5"
"529","chr6","Near_Lm1","ENSG00000111961","SASH1"
"530","chr6","Lamina","ENSG00000131018","SYNE1"
"531","chr6","Lamina","ENSG00000112038","OPRM1"
"532","chr6","Near_Lm2","ENSG00000112038","OPRM1"
"533","chr6","Near_Lm2","ENSG00000074706","IPCEF1"
"534","chr6","Interior_Repr1","ENSG00000184465","WDR27"
"535","chr6","Interior_Repr2","ENSG00000184465","WDR27"
"536","chr7","Interior_Repr1","ENSG00000146555","SDK1"
"537","chr7","Interior_Repr2","ENSG00000146555","SDK1"
"538","chr7","Interior_Act3","ENSG00000219545","RPA3-AS1"
"539","chr7","Interior_Act3","ENSG00000106415","GLCCI1"
"540","chr7","Near_Lm2","ENSG00000106443","PHF14"
"541","chr7","Near_Lm2","ENSG00000214960","ISPD"
"542","chr7","Interior_Act3","ENSG00000214960","ISPD"
"543","chr7","Near_Lm2","ENSG00000048052","HDAC9"
"544","chr7","Lamina","ENSG00000048052","HDAC9"
"545","chr7","Near_Lm1","ENSG00000005020","SKAP2"
"546","chr7","Near_Lm2","ENSG00000122507","BBS9"
"547","chr7","Lamina","ENSG00000122507","BBS9"
"548","chr7","Near_Lm2","ENSG00000173852","DPY19L1"
"549","chr7","Near_Lm2","ENSG00000086289","EPDR1"
"550","chr7","Near_Lm2","ENSG00000086288","NME8"
"551","chr7","Near_Lm2","ENSG00000175600","SUGCT"
"552","chr7","Lamina","ENSG00000175600","SUGCT"
"553","chr7","Near_Lm1","ENSG00000136273","HUS1"
"554","chr7","Near_Lm1","ENSG00000158683","PKD1L1"
"555","chr7","Near_Lm2","ENSG00000179869","ABCA13"
"556","chr7","Lamina","ENSG00000179869","ABCA13"
"557","chr7","Lamina","ENSG00000188730","VWC2"
"558","chr7","Near_Lm1","ENSG00000226278","PSPHP1"
"559","chr7",NA,"ENSG00000232270","INTS4L2"
"560","chr7","Near_Lm1","ENSG00000185274","WBSCR17"
"561","chr7","Interior_Repr2","ENSG00000185274","WBSCR17"
"562","chr7","Interior_Act3","ENSG00000243566","UPK3B"
"563","chr7","Near_Lm2","ENSG00000243566","UPK3B"
"564","chr7","Near_Lm1","ENSG00000243566","UPK3B"
"565","chr7","Interior_Act3","ENSG00000127947","PTPN12"
"566","chr7","Near_Lm2","ENSG00000187391","MAGI2"
"567","chr7","Lamina","ENSG00000187391","MAGI2"
"568","chr7","Lamina","ENSG00000153956","CACNA2D1"
"569","chr7","Near_Lm2","ENSG00000008277","ADAM22"
"570","chr7","Lamina","ENSG00000008277","ADAM22"
"571","chr7","Lamina","ENSG00000227646","STEAP2-AS1"
"572","chr7","Near_Lm2","ENSG00000227646","STEAP2-AS1"
"573","chr7","Interior_Act2","ENSG00000161040","FBXL13"
"574","chr7","Near_Lm1","ENSG00000187416","LHFPL3"
"575","chr7","Interior_Repr2","ENSG00000187416","LHFPL3"
"576","chr7","Interior_Act3","ENSG00000091129","NRCAM"
"577","chr7","Near_Lm2","ENSG00000128512","DOCK4"
"578","chr7","Near_Lm2","ENSG00000164603","C7orf60"
"579","chr7","Near_Lm2","ENSG00000128513","POT1"
"580","chr7","Near_Lm1","ENSG00000205060","SLC35B4"
"581","chr7","Near_Lm2","ENSG00000122783","C7orf49"
"582","chr7","Near_Lm2","ENSG00000146859","TMEM140"
"583","chr7","Lamina","ENSG00000157680","DGKI"
"584","chr7","Near_Lm2","ENSG00000157680","DGKI"
"585","chr7","Near_Lm2","ENSG00000182158","CREB3L2"
"586","chr7","Near_Lm1","ENSG00000182158","CREB3L2"
"587","chr7","Near_Lm1","ENSG00000122787","AKR1D1"
"588","chr7","Near_Lm2","ENSG00000197448","GSTK1"
"589","chr7","Near_Lm2","ENSG00000174469","CNTNAP2"
"590","chr7","Lamina","ENSG00000174469","CNTNAP2"
"591","chr7","Interior_Act3","ENSG00000174469","CNTNAP2"
"592","chr8","Near_Lm2","ENSG00000183117","CSMD1"
"593","chr8","Lamina","ENSG00000183117","CSMD1"
"594","chr8","Near_Lm2","ENSG00000164741","DLC1"
"595","chr8","Lamina","ENSG00000164741","DLC1"
"596","chr8","Near_Lm2","ENSG00000155970","MICU3"
"597","chr8","Near_Lm2","ENSG00000104219","ZDHHC2"
"598","chr8","Near_Lm2","ENSG00000156011","PSD3"
"599","chr8","Near_Lm1","ENSG00000156011","PSD3"
"600","chr8","Interior_Act3","ENSG00000104691","UBXN8"
"601","chr8","Lamina","ENSG00000156687","UNC5D"
"602","chr8","Lamina","ENSG00000215262","KCNU1"
"603","chr8","Near_Lm2","ENSG00000215262","KCNU1"
"604","chr8","Near_Lm1","ENSG00000168615","ADAM9"
"605","chr8","Near_Lm2","ENSG00000168615","ADAM9"
"606","chr8","Near_Lm2","ENSG00000197140","ADAM32"
"607","chr8","Near_Lm1","ENSG00000165061","ZMAT4"
"608","chr8","Near_Lm2","ENSG00000206579","XKR4"
"609","chr8","Near_Lm1","ENSG00000206579","XKR4"
"610","chr8","Near_Lm2","ENSG00000178538","CA8"
"611","chr8","Lamina","ENSG00000185942","NKAIN3"
"612","chr8","Near_Lm2","ENSG00000185942","NKAIN3"
"613","chr8","Near_Lm2","ENSG00000076641","PAG1"
"614","chr8","Interior_Act3","ENSG00000147614","ATP6V0D2"
"615","chr8","Near_Lm2","ENSG00000147614","ATP6V0D2"
"616","chr8","Interior_Repr2","ENSG00000132549","VPS13B"
"617","chr8","Near_Lm1","ENSG00000132549","VPS13B"
"618","chr8","Near_Lm1","ENSG00000164919","COX6C"
"619","chr8","Interior_Act3","ENSG00000169946","ZFPM2"
"620","chr8","Near_Lm2","ENSG00000169946","ZFPM2"
"621","chr8","Lamina","ENSG00000164830","OXR1"
"622","chr8","Near_Lm2","ENSG00000164830","OXR1"
"623","chr8","Lamina","ENSG00000147655","RSPO2"
"624","chr8","Lamina","ENSG00000164796","CSMD3"
"625","chr8","Interior_Act3","ENSG00000147697","GSDMC"
"626","chr9","Near_Lm2","ENSG00000107249","GLIS3"
"627","chr9","Near_Lm1","ENSG00000107249","GLIS3"
"628","chr9","Near_Lm1","ENSG00000106688","SLC1A1"
"629","chr9","Lamina","ENSG00000137038","TMEM261"
"630","chr9","Lamina","ENSG00000153707","PTPRD"
"631","chr9","Near_Lm2","ENSG00000044459","CNTLN"
"632","chr9","Lamina","ENSG00000044459","CNTLN"
"633","chr9","Lamina","ENSG00000107295","SH3GL2"
"634","chr9","Near_Lm2","ENSG00000155886","SLC24A2"
"635","chr9","Interior_Repr2","ENSG00000120159","CAAP1"
"636","chr9","Near_Lm1","ENSG00000120162","MOB3B"
"637","chr9","Interior_Act3","ENSG00000120162","MOB3B"
"638","chr9","Near_Lm1","ENSG00000122729","ACO1"
"639","chr9",NA,"ENSG00000231757","FAM74A2"
"640","chr9","Near_Lm1","ENSG00000204711","C9orf135"
"641","chr9","Near_Lm1","ENSG00000198887","SMC5"
"642","chr9","Near_Lm1","ENSG00000165091","TMC1"
"643","chr9","Near_Lm2","ENSG00000119121","TRPM6"
"644","chr9","Near_Lm2","ENSG00000099139","PCSK5"
"645","chr9","Near_Lm1","ENSG00000106772","PRUNE2"
"646","chr9","Near_Lm1","ENSG00000225937","PCA3"
"647","chr9","Near_Lm2","ENSG00000172159","FRMD3"
"648","chr9","Near_Lm2","ENSG00000198785","GRIN3A"
"649","chr9","Lamina","ENSG00000204148","LINC00474"
"650","chr9","Near_Lm2","ENSG00000182752","PAPPA"
"651","chrX","Lamina","ENSG00000146938","NLGN4X"
"652","chrX","Near_Lm2","ENSG00000101911","PRPS2"
"653","chrX","Interior_Act3","ENSG00000101911","PRPS2"
"654","chrX","Interior_Act3","ENSG00000046653","GPM6B"
"655","chrX","Near_Lm2","ENSG00000046653","GPM6B"
"656","chrX","Near_Lm1","ENSG00000180815","MAP3K15"
"657","chrX","Near_Lm2","ENSG00000079482","OPHN1"
"658","chrX","Interior_Act3","ENSG00000079482","OPHN1"
"659","chrX","Interior_Act1","ENSG00000079482","OPHN1"
"660","chrX","Lamina","ENSG00000225025","KIF4CP"
"661","chrX","Interior_Act3","ENSG00000101844","ATG4A"
"662","chrX","Near_Lm2","ENSG00000101844","ATG4A"
"663","chrX","Near_Lm1","ENSG00000076716","GPC4"
"664","chrX","Near_Lm1","ENSG00000147257","GPC3"
