"","ensembl_gene_id","chromosome_name","spin","spin_start","spin_end","hgnc_symbol","tpm_resting","tpm_activated"
"501","ENSG00000134371","chr1","Near_Lm2",193069131,193169130,"CDC73",7048.91479059331,7353.82856416269
"502","ENSG00000134371","chr1","Near_Lm2",193169131,193269130,"CDC73",7048.91479059331,7353.82856416269
"503","ENSG00000135077","chr5","Near_Lm2",156427012,156527011,"HAVCR2",1015.37241344743,4982.83640857549
"504","ENSG00000135077","chr5","Near_Lm2",156527012,156627011,"HAVCR2",1015.37241344743,4982.83640857549
"505","ENSG00000135655","chr12","Near_Lm2",62593782,62693781,"USP15",14377.5731018305,14388.231009666
"506","ENSG00000135655","chr12","Interior_Act3",62693782,62779877,"USP15",14377.5731018305,14388.231009666
"507","ENSG00000135655","chr12","Interior_Act3",62793781,62893780,"USP15",14377.5731018305,14388.231009666
"508","ENSG00000135903","chr2","Lamina",222964720,223064719,"PAX3",2.06165491979665,0
"509","ENSG00000135903","chr2","Lamina",223064720,223164719,"PAX3",2.06165491979665,0
"510","ENSG00000136273","chr7","Near_Lm1",47639599,47739598,"HUS1",6158.46201479187,5686.57097466462
"511","ENSG00000136273","chr7","Near_Lm1",47739599,47839598,"HUS1",6158.46201479187,5686.57097466462
"512","ENSG00000136273","chr7","Near_Lm1",47839599,47931957,"HUS1",6158.46201479187,5686.57097466462
"513","ENSG00000136273","chr7","Near_Lm1",47939598,48039597,"HUS1",6158.46201479187,5686.57097466462
"514","ENSG00000136531","chr2","Lamina",166056511,166156510,"SCN2A",4.02098453423801,2.66894866571476
"515","ENSG00000136531","chr2","Lamina",166156511,166256510,"SCN2A",4.02098453423801,2.66894866571476
"516","ENSG00000136770","chr10","Interior_Act3",21988930,22088929,"DNAJC1",4285.40111407543,5406.33273544201
"517","ENSG00000136770","chr10","Interior_Act3",22088930,22188929,"DNAJC1",4285.40111407543,5406.33273544201
"518","ENSG00000136770","chr10","Interior_Act3",22188930,22288929,"DNAJC1",4285.40111407543,5406.33273544201
"519","ENSG00000136770","chr10","Interior_Act3",22288930,22388929,"DNAJC1",4285.40111407543,5406.33273544201
"520","ENSG00000137038","chr9","Lamina",7700001,7800000,"TMEM261",10505.7192779566,11747.1188794789
"521","ENSG00000137038","chr9","Lamina",7800001,7900000,"TMEM261",10505.7192779566,11747.1188794789
"522","ENSG00000137634","chr11","Near_Lm2",114370723,114470722,"NXPE4",24.9570249723761,0
"523","ENSG00000137673","chr11","Near_Lm2",102370732,102470731,"MMP7",0,16.3883775642075
"524","ENSG00000137767","chr15","Near_Lm2",45892199,45992198,"SQRDL",3881.15784815573,14892.9827180978
"525","ENSG00000137872","chr15","Near_Lm2",47436725,47492197,"SEMA6D",0,0
"526","ENSG00000137872","chr15","Near_Lm2",47492198,47592197,"SEMA6D",0,0
"527","ENSG00000137872","chr15","Near_Lm2",47592198,47692197,"SEMA6D",0,0
"528","ENSG00000137872","chr15","Near_Lm2",47692198,47792197,"SEMA6D",0,0
"529","ENSG00000137872","chr15","Near_Lm2",47792198,47892197,"SEMA6D",0,0
"530","ENSG00000137872","chr15","Near_Lm2",47892198,47992197,"SEMA6D",0,0
"531","ENSG00000137872","chr15","Near_Lm2",47992198,48092197,"SEMA6D",0,0
"532","ENSG00000137944","chr1","Near_Lm2",89365684,89465683,"CCBL2",6908.27812231508,14573.835994241
"533","ENSG00000138109","chr10","Interior_Repr1",96659758,96759757,"CYP2C9",0,3.76035044470064
"534","ENSG00000138378","chr2","Near_Lm2",191864727,191964726,"STAT4",21995.7550832842,10775.4301899749
"535","ENSG00000138378","chr2","Near_Lm2",191964727,192064726,"STAT4",21995.7550832842,10775.4301899749
"536","ENSG00000138411","chr2","Near_Lm2",196964725,197064724,"HECW2",39.0477358030307,186.300889553741
"537","ENSG00000138411","chr2","Interior_Act3",197064725,197164724,"HECW2",39.0477358030307,186.300889553741
"538","ENSG00000138411","chr2","Interior_Act3",197164725,197264724,"HECW2",39.0477358030307,186.300889553741
"539","ENSG00000138411","chr2","Interior_Act3",197264725,197364724,"HECW2",39.0477358030307,186.300889553741
"540","ENSG00000138411","chr2","Interior_Act3",197364725,197464724,"HECW2",39.0477358030307,186.300889553741
"541","ENSG00000138587","chr15","Near_Lm1",56692199,56792198,"MNS1",98.6707153679508,93.1832152713158
"542","ENSG00000138670","chr4","Near_Lm2",82321155,82421154,"RASGEF1B",1648.01293595574,160.42098039093
"543","ENSG00000138670","chr4","Near_Lm1",82421155,82521154,"RASGEF1B",1648.01293595574,160.42098039093
"544","ENSG00000138670","chr4","Near_Lm1",82521155,82621154,"RASGEF1B",1648.01293595574,160.42098039093
"545","ENSG00000138670","chr4","Near_Lm1",82621155,82711402,"RASGEF1B",1648.01293595574,160.42098039093
"546","ENSG00000138670","chr4","Near_Lm1",82721154,82821153,"RASGEF1B",1648.01293595574,160.42098039093
"547","ENSG00000138670","chr4","Near_Lm1",82821154,82921153,"RASGEF1B",1648.01293595574,160.42098039093
"548","ENSG00000138670","chr4","Near_Lm1",82921154,83021153,"RASGEF1B",1648.01293595574,160.42098039093
"549","ENSG00000138678","chr4","Interior_Act3",84421154,84521153,"AGPAT9",1608.81412611384,1506.20148773114
"550","ENSG00000138678","chr4","Near_Lm2",84521154,84621153,"AGPAT9",1608.81412611384,1506.20148773114
"551","ENSG00000138709","chr4","Interior_Act3",128921156,129021155,"LARP1B",1884.98759765287,4490.01470156647
"552","ENSG00000138709","chr4","Interior_Act3",129021156,129121155,"LARP1B",1884.98759765287,4490.01470156647
"553","ENSG00000138709","chr4","Interior_Act3",129121156,129221155,"LARP1B",1884.98759765287,4490.01470156647
"554","ENSG00000138738","chr4","Lamina",121521156,121621155,"PRDM5",63.1052013122556,13.1200118290802
"555","ENSG00000138738","chr4","Lamina",121621156,121721155,"PRDM5",63.1052013122556,13.1200118290802
"556","ENSG00000138738","chr4","Lamina",121721156,121821155,"PRDM5",63.1052013122556,13.1200118290802
"557","ENSG00000138738","chr4","Lamina",121821156,121921155,"PRDM5",63.1052013122556,13.1200118290802
"558","ENSG00000138829","chr5","Near_Lm2",127535693,127635692,"FBN2",1.71528822093787,0
"559","ENSG00000138829","chr5","Lamina",127635693,127693561,"FBN2",1.71528822093787,0
"560","ENSG00000138829","chr5","Lamina",127735694,127835693,"FBN2",1.71528822093787,0
"561","ENSG00000138829","chr5","Lamina",127835694,127935693,"FBN2",1.71528822093787,0
"562","ENSG00000138829","chr5","Lamina",127935694,128035693,"FBN2",1.71528822093787,0
"563","ENSG00000139144","chr12","Lamina",18352935,18452934,"PIK3C2G",0,0
"564","ENSG00000139144","chr12","Near_Lm2",18452935,18552934,"PIK3C2G",0,0
"565","ENSG00000139144","chr12","Near_Lm2",18552935,18652934,"PIK3C2G",0,0
"566","ENSG00000139144","chr12","Near_Lm2",18652935,18752934,"PIK3C2G",0,0
"567","ENSG00000139144","chr12","Near_Lm2",18752935,18852934,"PIK3C2G",0,0
"568","ENSG00000139154","chr12","Near_Lm2",19552935,19652934,"AEBP2",5546.70113211497,8192.18649845344
"569","ENSG00000139154","chr12","Near_Lm2",19652935,19752934,"AEBP2",5546.70113211497,8192.18649845344
"570","ENSG00000139154","chr12","Near_Lm2",19752935,19852934,"AEBP2",5546.70113211497,8192.18649845344
"571","ENSG00000139154","chr12","Near_Lm2",19852935,19952934,"AEBP2",5546.70113211497,8192.18649845344
"572","ENSG00000139174","chr12","Interior_Act3",42793803,42893802,"PRICKLE1",88.5197852097556,13.6511612611503
"573","ENSG00000139174","chr12","Near_Lm2",42893803,42993802,"PRICKLE1",88.5197852097556,13.6511612611503
"574","ENSG00000139220","chr12","Lamina",81593780,81693779,"PPFIA2",0,0
"575","ENSG00000139220","chr12","Lamina",81693780,81793779,"PPFIA2",0,0
"576","ENSG00000139220","chr12","Lamina",81793780,81893779,"PPFIA2",0,0
"577","ENSG00000139220","chr12","Lamina",81893780,81993779,"PPFIA2",0,0
"578","ENSG00000139220","chr12","Lamina",81993780,82093779,"PPFIA2",0,0
"579","ENSG00000139220","chr12","Lamina",82093780,82193779,"PPFIA2",0,0
"580","ENSG00000139734","chr13","Near_Lm2",60174135,60274134,"DIAPH3",43.3033094639,9135.18936066904
"581","ENSG00000139734","chr13","Near_Lm2",60274135,60374134,"DIAPH3",43.3033094639,9135.18936066904
"582","ENSG00000139734","chr13","Near_Lm2",60374135,60474134,"DIAPH3",43.3033094639,9135.18936066904
"583","ENSG00000139734","chr13","Near_Lm2",60474135,60574134,"DIAPH3",43.3033094639,9135.18936066904
"584","ENSG00000139734","chr13","Near_Lm2",60574135,60674134,"DIAPH3",43.3033094639,9135.18936066904
"585","ENSG00000139734","chr13","Interior_Act3",60674135,60774134,"DIAPH3",43.3033094639,9135.18936066904
"586","ENSG00000139865","chr14","Near_Lm2",37969206,38069205,"TTC6",0,0
"587","ENSG00000139865","chr14","Near_Lm2",38069206,38169205,"TTC6",0,0
"588","ENSG00000139865","chr14","Near_Lm2",38169206,38269205,"TTC6",0,0
"589","ENSG00000139865","chr14","Near_Lm2",38269206,38369205,"TTC6",0,0
"590","ENSG00000139865","chr14","Lamina",38369206,38469205,"TTC6",0,0
"591","ENSG00000139865","chr14","Lamina",38469206,38569205,"TTC6",0,0
"592","ENSG00000139970","chr14","Near_Lm2",59966719,60066718,"RTN1",10.7172960930981,6.74310652940076
"593","ENSG00000139970","chr14","Near_Lm2",60066719,60166718,"RTN1",10.7172960930981,6.74310652940076
"594","ENSG00000139970","chr14","Near_Lm2",60166719,60266718,"RTN1",10.7172960930981,6.74310652940076
"595","ENSG00000139970","chr14","Near_Lm2",60266719,60366718,"RTN1",10.7172960930981,6.74310652940076
"596","ENSG00000140015","chr14","Lamina",63166719,63266718,"KCNH5",0,0
"597","ENSG00000140015","chr14","Lamina",63266719,63366718,"KCNH5",0,0
"598","ENSG00000140015","chr14","Lamina",63366719,63466718,"KCNH5",0,0
"599","ENSG00000140015","chr14","Near_Lm2",63466719,63566718,"KCNH5",0,0
"600","ENSG00000140015","chr14","Near_Lm2",63566719,63666718,"KCNH5",0,0
"601","ENSG00000140563","chr15","Lamina",94743230,94843229,"MCTP2",1781.91667502064,1436.51945303773
"602","ENSG00000140563","chr15","Lamina",94843230,94943229,"MCTP2",1781.91667502064,1436.51945303773
"603","ENSG00000140563","chr15","Lamina",94943230,95043229,"MCTP2",1781.91667502064,1436.51945303773
"604","ENSG00000140600","chr15","Interior_Repr1",84068753,84168752,"SH3GL3",0,6.22479162073288
"605","ENSG00000140600","chr15","Interior_Repr1",84168753,84268752,"SH3GL3",0,6.22479162073288
"606","ENSG00000140600","chr15","Interior_Repr1",84268753,84368752,"SH3GL3",0,6.22479162073288
"607","ENSG00000141447","chr18","Near_Lm1",21679965,21779964,"OSBPL1A",348.934854380173,206.00426882982
"608","ENSG00000141447","chr18","Near_Lm1",21779965,21879964,"OSBPL1A",348.934854380173,206.00426882982
"609","ENSG00000141447","chr18","Near_Lm1",21879965,21979964,"OSBPL1A",348.934854380173,206.00426882982
"610","ENSG00000141449","chr18","Near_Lm1",18779962,18879961,"GREB1L",361.740758166366,56.5982136546708
"611","ENSG00000141449","chr18","Near_Lm1",18879962,18979961,"GREB1L",361.740758166366,56.5982136546708
"612","ENSG00000141449","chr18","Near_Lm1",18979962,19079961,"GREB1L",361.740758166366,56.5982136546708
"613","ENSG00000141449","chr18","Near_Lm1",19079962,19179961,"GREB1L",361.740758166366,56.5982136546708
"614","ENSG00000142065","chr19","Interior_Repr1",36790903,36890902,"ZFP14",6562.87146491396,935.991369363993
"615","ENSG00000142698","chr1","Interior_Repr1",34565602,34665601,"C1orf94",0,0
"616","ENSG00000142698","chr1","Interior_Repr1",34665602,34765601,"C1orf94",0,0
"617","ENSG00000142875","chr1","Near_Lm2",84465684,84565683,"PRKACB",29300.5161958606,10488.5683046238
"618","ENSG00000142875","chr1","Near_Lm2",84565684,84665683,"PRKACB",29300.5161958606,10488.5683046238
"619","ENSG00000142875","chr1","Near_Lm2",84665684,84765683,"PRKACB",29300.5161958606,10488.5683046238
"620","ENSG00000143473","chr1","Near_Lm2",210873343,210973342,"KCNH1",30.4155092992271,0
"621","ENSG00000143473","chr1","Near_Lm2",210973343,211073342,"KCNH1",30.4155092992271,0
"622","ENSG00000143473","chr1","Near_Lm2",211073343,211173342,"KCNH1",30.4155092992271,0
"623","ENSG00000143473","chr1","Near_Lm2",211173343,211273342,"KCNH1",30.4155092992271,0
"624","ENSG00000143473","chr1","Near_Lm2",211273343,211373342,"KCNH1",30.4155092992271,0
"625","ENSG00000143507","chr1","Near_Lm2",221873343,221973342,"DUSP10",1229.98920898766,5379.98839410209
"626","ENSG00000144036","chr2","Near_Lm1",72341598,72427129,"EXOC6B",1633.68862407652,723.078413699937
"627","ENSG00000144036","chr2","Near_Lm1",72427130,72527129,"EXOC6B",1633.68862407652,723.078413699937
"628","ENSG00000144036","chr2","Near_Lm1",72527130,72627129,"EXOC6B",1633.68862407652,723.078413699937
"629","ENSG00000144036","chr2","Near_Lm1",72627130,72727129,"EXOC6B",1633.68862407652,723.078413699937
"630","ENSG00000144036","chr2","Near_Lm1",72727130,72827129,"EXOC6B",1633.68862407652,723.078413699937
"631","ENSG00000144036","chr2","Near_Lm1",72827130,72927129,"EXOC6B",1633.68862407652,723.078413699937
"632","ENSG00000144036","chr2","Near_Lm1",72927130,73027129,"EXOC6B",1633.68862407652,723.078413699937
"633","ENSG00000144036","chr2","Near_Lm1",73027130,73127129,"EXOC6B",1633.68862407652,723.078413699937
"634","ENSG00000144214","chr2","Interior_Repr2",99816464,99916463,"LYG1",1779.69416376038,329.263340598114
"635","ENSG00000144214","chr2","Interior_Repr2",99916464,100016463,"LYG1",1779.69416376038,329.263340598114
"636","ENSG00000144229","chr2","Lamina",137457571,137557570,"THSD7B",1.9348264004848,1.68832060782478
"637","ENSG00000144229","chr2","Lamina",137557571,137657570,"THSD7B",1.9348264004848,1.68832060782478
"638","ENSG00000144229","chr2","Lamina",137657571,137757570,"THSD7B",1.9348264004848,1.68832060782478
"639","ENSG00000144229","chr2","Lamina",137757571,137857570,"THSD7B",1.9348264004848,1.68832060782478
"640","ENSG00000144229","chr2","Lamina",137857571,137957570,"THSD7B",1.9348264004848,1.68832060782478
"641","ENSG00000144229","chr2","Lamina",137957571,138057570,"THSD7B",1.9348264004848,1.68832060782478
"642","ENSG00000144229","chr2","Lamina",138057571,138157570,"THSD7B",1.9348264004848,1.68832060782478
"643","ENSG00000144229","chr2","Lamina",138157571,138257570,"THSD7B",1.9348264004848,1.68832060782478
"644","ENSG00000144229","chr2","Lamina",138257571,138357570,"THSD7B",1.9348264004848,1.68832060782478
"645","ENSG00000144229","chr2","Lamina",138357571,138457570,"THSD7B",1.9348264004848,1.68832060782478
"646","ENSG00000144278","chr2","Lamina",154656514,154756513,"GALNT13",2.3395408509657,23.0613964597743
"647","ENSG00000144278","chr2","Lamina",154756514,154856513,"GALNT13",2.3395408509657,23.0613964597743
"648","ENSG00000144278","chr2","Lamina",154856514,154956513,"GALNT13",2.3395408509657,23.0613964597743
"649","ENSG00000144278","chr2","Lamina",154956514,155056513,"GALNT13",2.3395408509657,23.0613964597743
"650","ENSG00000144278","chr2","Lamina",155056514,155156513,"GALNT13",2.3395408509657,23.0613964597743
"651","ENSG00000144278","chr2","Lamina",155166416,155256512,"GALNT13",2.3395408509657,23.0613964597743
"652","ENSG00000144278","chr2","Lamina",155256513,155356512,"GALNT13",2.3395408509657,23.0613964597743
"653","ENSG00000144283","chr2","Interior_Act3",159256513,159356512,"PKP4",3401.6588985723,4735.0335380798
"654","ENSG00000144283","chr2","Interior_Act3",159356513,159456512,"PKP4",3401.6588985723,4735.0335380798
"655","ENSG00000144283","chr2","Interior_Act3",159456513,159556512,"PKP4",3401.6588985723,4735.0335380798
"656","ENSG00000144290","chr2","Near_Lm2",162256512,162356511,"SLC4A10",198.698921016201,354.576954403562
"657","ENSG00000144290","chr2","Near_Lm2",162365239,162456510,"SLC4A10",198.698921016201,354.576954403562
"658","ENSG00000144290","chr2","Lamina",162456511,162556510,"SLC4A10",198.698921016201,354.576954403562
"659","ENSG00000144290","chr2","Lamina",162556511,162656510,"SLC4A10",198.698921016201,354.576954403562
"660","ENSG00000144290","chr2","Lamina",162656511,162756510,"SLC4A10",198.698921016201,354.576954403562
"661","ENSG00000144290","chr2","Lamina",162756511,162856510,"SLC4A10",198.698921016201,354.576954403562
"662","ENSG00000144724","chr3","Near_Lm1",61485675,61585674,"PTPRG",8.59294865465121,10.7071201231143
"663","ENSG00000144724","chr3","Near_Lm1",61585675,61685674,"PTPRG",8.59294865465121,10.7071201231143
"664","ENSG00000144724","chr3","Near_Lm1",61685675,61785674,"PTPRG",8.59294865465121,10.7071201231143
"665","ENSG00000144724","chr3","Near_Lm1",61785675,61885674,"PTPRG",8.59294865465121,10.7071201231143
"666","ENSG00000144724","chr3","Near_Lm1",61885675,61985674,"PTPRG",8.59294865465121,10.7071201231143
"667","ENSG00000144724","chr3","Near_Lm1",61985675,62085674,"PTPRG",8.59294865465121,10.7071201231143
"668","ENSG00000144724","chr3","Near_Lm1",62085675,62185674,"PTPRG",8.59294865465121,10.7071201231143
"669","ENSG00000144724","chr3","Near_Lm1",62233576,62285675,"PTPRG",8.59294865465121,10.7071201231143
"670","ENSG00000145012","chr3","Near_Lm2",187817789,187917788,"LPP",1075.41108538446,1248.51293547143
"671","ENSG00000145012","chr3","Near_Lm2",187917789,188017788,"LPP",1075.41108538446,1248.51293547143
"672","ENSG00000145012","chr3","Near_Lm2",188017789,188117788,"LPP",1075.41108538446,1248.51293547143
"673","ENSG00000145012","chr3","Near_Lm2",188117789,188217788,"LPP",1075.41108538446,1248.51293547143
"674","ENSG00000145012","chr3","Lamina",188217789,188317788,"LPP",1075.41108538446,1248.51293547143
"675","ENSG00000145012","chr3","Lamina",188317789,188417788,"LPP",1075.41108538446,1248.51293547143
"676","ENSG00000145012","chr3","Lamina",188417789,188517788,"LPP",1075.41108538446,1248.51293547143
"677","ENSG00000145012","chr3","Lamina",188517789,188602080,"LPP",1075.41108538446,1248.51293547143
"678","ENSG00000145075","chr3","Lamina",180317789,180417788,"CCDC39",1746.09580198767,442.053069341084
"679","ENSG00000145075","chr3","Near_Lm2",180417789,180517788,"CCDC39",1746.09580198767,442.053069341084
"680","ENSG00000145075","chr3","Near_Lm2",180517789,180617788,"CCDC39",1746.09580198767,442.053069341084
"681","ENSG00000145216","chr4","Interior_Act3",54166168,54266167,"FIP1L1",5742.57424405564,9193.90075535368
"682","ENSG00000145216","chr4","Near_Lm1",54266168,54366167,"FIP1L1",5742.57424405564,9193.90075535368
"683","ENSG00000145216","chr4","Near_Lm1",54366168,54466167,"FIP1L1",5742.57424405564,9193.90075535368
"684","ENSG00000145216","chr4","Near_Lm1",54466168,54566167,"FIP1L1",5742.57424405564,9193.90075535368
"685","ENSG00000145216","chr4","Near_Lm1",54566168,54666167,"FIP1L1",5742.57424405564,9193.90075535368
"686","ENSG00000145216","chr4","Near_Lm1",54666168,54766167,"FIP1L1",5742.57424405564,9193.90075535368
"687","ENSG00000145216","chr4","Near_Lm1",54766168,54866167,"FIP1L1",5742.57424405564,9193.90075535368
"688","ENSG00000145216","chr4","Near_Lm1",54866168,54966167,"FIP1L1",5742.57424405564,9193.90075535368
"689","ENSG00000145216","chr4","Near_Lm1",54966168,55066167,"FIP1L1",5742.57424405564,9193.90075535368
"690","ENSG00000145216","chr4","Near_Lm1",55066168,55166167,"FIP1L1",5742.57424405564,9193.90075535368
"691","ENSG00000145349","chr4","Lamina",114321157,114421156,"CAMK2D",7880.16611175237,9282.66166788833
"692","ENSG00000145349","chr4","Lamina",114421157,114521156,"CAMK2D",7880.16611175237,9282.66166788833
"693","ENSG00000145349","chr4","Lamina",114521157,114621156,"CAMK2D",7880.16611175237,9282.66166788833
"694","ENSG00000145349","chr4","Lamina",114621157,114721156,"CAMK2D",7880.16611175237,9282.66166788833
"695","ENSG00000145416","chr4","Near_Lm2",164421153,164521152,"MARCH1",1028.98621151792,515.49441563876
"696","ENSG00000145416","chr4","Near_Lm2",164521153,164621152,"MARCH1",1028.98621151792,515.49441563876
"697","ENSG00000145416","chr4","Lamina",164621153,164721152,"MARCH1",1028.98621151792,515.49441563876
"698","ENSG00000145416","chr4","Lamina",164721153,164821152,"MARCH1",1028.98621151792,515.49441563876
"699","ENSG00000145416","chr4","Lamina",164821153,164921152,"MARCH1",1028.98621151792,515.49441563876
"700","ENSG00000145416","chr4","Lamina",164921153,165021152,"MARCH1",1028.98621151792,515.49441563876
"701","ENSG00000145416","chr4","Lamina",165021153,165121152,"MARCH1",1028.98621151792,515.49441563876
"702","ENSG00000145416","chr4","Lamina",165121153,165221152,"MARCH1",1028.98621151792,515.49441563876
"703","ENSG00000145416","chr4","Lamina",165221153,165321152,"MARCH1",1028.98621151792,515.49441563876
"704","ENSG00000145526","chr5","Lamina",19400110,19500109,"CDH18",0,0
"705","ENSG00000145526","chr5","Lamina",19500110,19600109,"CDH18",0,0
"706","ENSG00000145526","chr5","Lamina",19600110,19700109,"CDH18",0,0
"707","ENSG00000145526","chr5","Lamina",19700110,19800109,"CDH18",0,0
"708","ENSG00000145526","chr5","Lamina",19800110,19900109,"CDH18",0,0
"709","ENSG00000145526","chr5","Lamina",19900110,20000109,"CDH18",0,0
"710","ENSG00000145526","chr5","Lamina",20000110,20100109,"CDH18",0,0
"711","ENSG00000145526","chr5","Lamina",20100110,20200109,"CDH18",0,0
"712","ENSG00000145526","chr5","Lamina",20200110,20300109,"CDH18",0,0
"713","ENSG00000145526","chr5","Lamina",20300110,20400109,"CDH18",0,0
"714","ENSG00000145526","chr5","Lamina",20400110,20500109,"CDH18",0,0
"715","ENSG00000145526","chr5","Lamina",20500110,20600109,"CDH18",0,0
"716","ENSG00000145555","chr5","Near_Lm1",16600110,16700109,"MYO10",34.131216375672,51.2018356015791
"717","ENSG00000145555","chr5","Near_Lm1",16700110,16800109,"MYO10",34.131216375672,51.2018356015791
"718","ENSG00000145555","chr5","Near_Lm1",16800110,16900109,"MYO10",34.131216375672,51.2018356015791
"719","ENSG00000145555","chr5","Near_Lm1",16900110,17000109,"MYO10",34.131216375672,51.2018356015791
"720","ENSG00000145850","chr5","Near_Lm2",156327012,156427011,"TIMD4",2251.34695578904,2635.89397834482
"721","ENSG00000145934","chr5","Lamina",166627006,166727005,"TENM2",1.4531192147591,1.25457228864665
"722","ENSG00000145934","chr5","Lamina",166727006,166827005,"TENM2",1.4531192147591,1.25457228864665
"723","ENSG00000145934","chr5","Lamina",166827006,166927005,"TENM2",1.4531192147591,1.25457228864665
"724","ENSG00000145934","chr5","Lamina",166927006,167027005,"TENM2",1.4531192147591,1.25457228864665
"725","ENSG00000145934","chr5","Lamina",167027006,167127005,"TENM2",1.4531192147591,1.25457228864665
"726","ENSG00000145934","chr5","Lamina",167127006,167227005,"TENM2",1.4531192147591,1.25457228864665
"727","ENSG00000145934","chr5","Lamina",167227006,167327005,"TENM2",1.4531192147591,1.25457228864665
"728","ENSG00000145934","chr5","Near_Lm2",167327006,167427005,"TENM2",1.4531192147591,1.25457228864665
"729","ENSG00000145934","chr5","Near_Lm2",167427006,167527005,"TENM2",1.4531192147591,1.25457228864665
"730","ENSG00000145934","chr5","Near_Lm2",167527006,167627005,"TENM2",1.4531192147591,1.25457228864665
"731","ENSG00000145934","chr5","Near_Lm2",167627006,167727005,"TENM2",1.4531192147591,1.25457228864665
"732","ENSG00000145996","chr6","Interior_Act3",20500232,20600231,"CDKAL1",5365.35535687564,7534.45318143968
"733","ENSG00000145996","chr6","Interior_Act3",20600232,20700231,"CDKAL1",5365.35535687564,7534.45318143968
"734","ENSG00000145996","chr6","Interior_Act3",20700232,20800231,"CDKAL1",5365.35535687564,7534.45318143968
"735","ENSG00000145996","chr6","Interior_Act3",20800232,20900231,"CDKAL1",5365.35535687564,7534.45318143968
"736","ENSG00000145996","chr6","Interior_Act3",20900232,21000231,"CDKAL1",5365.35535687564,7534.45318143968
"737","ENSG00000145996","chr6","Interior_Act3",21000232,21100231,"CDKAL1",5365.35535687564,7534.45318143968
"738","ENSG00000145996","chr6","Interior_Act3",21100232,21200231,"CDKAL1",5365.35535687564,7534.45318143968
"739","ENSG00000145996","chr6","Interior_Act3",21200232,21300231,"CDKAL1",5365.35535687564,7534.45318143968
"740","ENSG00000146555","chr7","Interior_Repr1",3339633,3439632,"SDK1",22.9346668912315,38.9354839308063
"741","ENSG00000146555","chr7","Interior_Repr1",3439633,3539632,"SDK1",22.9346668912315,38.9354839308063
"742","ENSG00000146555","chr7","Interior_Repr1",3539633,3639632,"SDK1",22.9346668912315,38.9354839308063
"743","ENSG00000146555","chr7","Interior_Repr1",3639633,3739632,"SDK1",22.9346668912315,38.9354839308063
"744","ENSG00000146555","chr7","Interior_Repr1",3739633,3839632,"SDK1",22.9346668912315,38.9354839308063
"745","ENSG00000146555","chr7","Interior_Repr2",3839633,3939632,"SDK1",22.9346668912315,38.9354839308063
"746","ENSG00000146555","chr7","Interior_Repr2",3939633,4039632,"SDK1",22.9346668912315,38.9354839308063
"747","ENSG00000146555","chr7","Interior_Repr2",4039633,4139632,"SDK1",22.9346668912315,38.9354839308063
"748","ENSG00000146555","chr7","Interior_Repr2",4139633,4239632,"SDK1",22.9346668912315,38.9354839308063
"749","ENSG00000146555","chr7","Interior_Repr2",4239633,4338179,"SDK1",22.9346668912315,38.9354839308063
"750","ENSG00000146859","chr7","Near_Lm2",134784753,134884752,"TMEM140",7778.7695826651,6190.31246631772
"751","ENSG00000146938","chrX","Lamina",5718042,5818041,"NLGN4X",7.2668612142881,10.5668537160247
"752","ENSG00000146938","chrX","Lamina",5818042,5918041,"NLGN4X",7.2668612142881,10.5668537160247
"753","ENSG00000146938","chrX","Lamina",5918042,6018041,"NLGN4X",7.2668612142881,10.5668537160247
"754","ENSG00000146938","chrX","Lamina",6018042,6118041,"NLGN4X",7.2668612142881,10.5668537160247
"755","ENSG00000146938","chrX","Lamina",6118042,6218041,"NLGN4X",7.2668612142881,10.5668537160247
"756","ENSG00000147257","chrX","Near_Lm1",132634029,132734028,"GPC3",38.4045008823163,72.3843477465372
"757","ENSG00000147257","chrX","Near_Lm1",132734029,132834028,"GPC3",38.4045008823163,72.3843477465372
"758","ENSG00000147257","chrX","Near_Lm1",132877297,132934027,"GPC3",38.4045008823163,72.3843477465372
"759","ENSG00000147257","chrX","Near_Lm1",132934028,133034027,"GPC3",38.4045008823163,72.3843477465372
"760","ENSG00000147257","chrX","Near_Lm1",133034028,133134027,"GPC3",38.4045008823163,72.3843477465372
"761","ENSG00000147614","chr8","Interior_Act3",86912230,87012229,"ATP6V0D2",0,3.79283187711334
"762","ENSG00000147614","chr8","Near_Lm2",87012230,87112229,"ATP6V0D2",0,3.79283187711334
"763","ENSG00000147614","chr8","Near_Lm2",87112230,87212229,"ATP6V0D2",0,3.79283187711334
"764","ENSG00000147655","chr8","Lamina",108812229,108912228,"RSPO2",0,2.74962041187648
"765","ENSG00000147655","chr8","Lamina",108912229,109012228,"RSPO2",0,2.74962041187648
"766","ENSG00000147655","chr8","Lamina",109012229,109112228,"RSPO2",0,2.74962041187648
"767","ENSG00000147697","chr8","Interior_Act3",130712247,130812246,"GSDMC",0,0
"768","ENSG00000148481","chr10","Near_Lm1",15742000,15841999,"FAM188A",7611.8321733286,4715.3917165032
"769","ENSG00000148481","chr10","Near_Lm1",15842000,15941999,"FAM188A",7611.8321733286,4715.3917165032
"770","ENSG00000148482","chr10","Near_Lm1",18188930,18288929,"SLC39A12",0,0
"771","ENSG00000148482","chr10","Near_Lm1",18288930,18388929,"SLC39A12",0,0
