"","ensembl_gene_id","chromosome_name","spin","hgnc_symbol","tpm_resting","tpm_activated"
"324","ENSG00000154645","chr21","Near_Lm2","CHODL",37.2739428981917,0
"325","ENSG00000154645","chr21","Lamina","CHODL",37.2739428981917,0
"326","ENSG00000154975","chr17","Near_Lm2","CA10",6.55653739854723,4.27755068333192
"327","ENSG00000155052","chr2","Lamina","CNTNAP5",1.75388307811566,0
"328","ENSG00000155511","chr5","Lamina","GRIA1",1.25087051380538,0
"329","ENSG00000155511","chr5","Near_Lm2","GRIA1",1.25087051380538,0
"330","ENSG00000155636","chr2","Interior_Act3","RBM45",4580.71276400488,4924.62398163036
"331","ENSG00000155816","chr1","Lamina","FMN2",0,0
"332","ENSG00000155868","chr5","Near_Lm2","MED7",6206.8765131679,6060.86769986624
"333","ENSG00000155886","chr9","Near_Lm2","SLC24A2",6.4411434890265,1.29262146216036
"334","ENSG00000155970","chr8","Near_Lm2","MICU3",1624.45068457738,509.109508146753
"335","ENSG00000156011","chr8","Near_Lm2","PSD3",103.040287004134,173.672616298695
"336","ENSG00000156011","chr8","Near_Lm1","PSD3",103.040287004134,173.672616298695
"337","ENSG00000156140","chr4","Near_Lm2","ADAMTS3",3.76696333966808,2.11000578538522
"338","ENSG00000156140","chr4","Interior_Act3","ADAMTS3",3.76696333966808,2.11000578538522
"339","ENSG00000156475","chr5","Near_Lm2","PPP2R2B",367.962265020701,134.721140678321
"340","ENSG00000156475","chr5","Lamina","PPP2R2B",367.962265020701,134.721140678321
"341","ENSG00000156687","chr8","Lamina","UNC5D",0,0
"342","ENSG00000156958","chr15","Near_Lm1","GALK2",2561.19694169131,2992.25394266656
"343","ENSG00000156958","chr15","Near_Lm2","GALK2",2561.19694169131,2992.25394266656
"344","ENSG00000157445","chr3","Near_Lm1","CACNA2D3",1.40078116917326,0
"345","ENSG00000157680","chr7","Lamina","DGKI",0,94.9909323875798
"346","ENSG00000157680","chr7","Near_Lm2","DGKI",0,94.9909323875798
"347","ENSG00000158163","chr3","Near_Lm2","DZIP1L",0,11.4293776446994
"348","ENSG00000158163","chr3","Near_Lm1","DZIP1L",0,11.4293776446994
"349","ENSG00000158683","chr7","Near_Lm1","PKD1L1",117.405555575118,40.606257393898
"350","ENSG00000159917","chr19","Interior_Repr1","ZNF235",2446.42915302257,555.032603659543
"351","ENSG00000160505","chr19","Speckle","NLRP4",0,0
"352","ENSG00000161040","chr7","Interior_Act2","FBXL13",450.054391784234,141.811393121392
"353","ENSG00000162374","chr1","Near_Lm2","ELAVL4",1.88628836794668,0
"354","ENSG00000162407","chr1","Near_Lm2","PPAP2B",5.4209121699307,12.9628690073009
"355","ENSG00000162433","chr1","Interior_Act3","AK4",43.466695535098,2668.11195721814
"356","ENSG00000162627","chr1","Lamina","SNX7",192.57869967695,79.752459289136
"357","ENSG00000162687","chr1","Lamina","KCNT2",0,0
"358","ENSG00000162688","chr1","Interior_Act3","AGL",6048.4997521257,7387.87916785691
"359","ENSG00000162694","chr1","Near_Lm2","EXTL2",655.705957402017,1397.82621833407
"360","ENSG00000162711","chr1","Near_Lm2","NLRP3",2061.03150164819,320.558598873855
"361","ENSG00000162777","chr1","Interior_Repr2","DENND2D",37751.4113670696,28007.7647762361
"362","ENSG00000163002","chr2","Near_Lm2","NUP35",2884.16159964867,9457.01558941773
"363","ENSG00000163002","chr2","NAN","NUP35",2884.16159964867,9457.01558941773
"364","ENSG00000163046","chr2","Near_Lm2","ANKRD30BL",9.86487479354204,4.61549381447792
"365","ENSG00000163110","chr4","Interior_Act3","PDLIM5",2001.8518583098,2151.97008897764
"366","ENSG00000163110","chr4","Near_Lm2","PDLIM5",2001.8518583098,2151.97008897764
"367","ENSG00000163377","chr3","Near_Lm2","FAM19A4",0,0
"368","ENSG00000163393","chr1","Near_Lm1","SLC22A15",111.939095293606,73.4358023877067
"369","ENSG00000163590","chr3","Lamina","PPM1L",683.505204064511,243.904434470949
"370","ENSG00000163618","chr3","Near_Lm1","CADPS",0,0
"371","ENSG00000163618","chr3","Near_Lm2","CADPS",0,0
"372","ENSG00000163629","chr4","Near_Lm2","PTPN13",2290.20725070549,1062.55407134146
"373","ENSG00000163697","chr4","Near_Lm1","APBB2",16.5880671542003,50.9149174170457
"374","ENSG00000164180","chr5","Near_Lm2","TMEM161B",3696.30338982767,3107.5053643514
"375","ENSG00000164182","chr5","Interior_Act3","NDUFAF2",2821.94319819805,10004.8733260466
"376","ENSG00000164292","chr5","Interior_Act3","RHOBTB3",458.97924388428,383.148774793894
"377","ENSG00000164330","chr5","Lamina","EBF1",131.487909259815,67.6295036837864
"378","ENSG00000164330","chr5","Near_Lm2","EBF1",131.487909259815,67.6295036837864
"379","ENSG00000164603","chr7","Near_Lm2","C7orf60",4450.08798201253,1965.05988377443
"380","ENSG00000164741","chr8","Near_Lm2","DLC1",39.350019094947,33.0834525258733
"381","ENSG00000164741","chr8","Lamina","DLC1",39.350019094947,33.0834525258733
"382","ENSG00000164796","chr8","Lamina","CSMD3",0,0
"383","ENSG00000164830","chr8","Lamina","OXR1",6244.80461476061,3348.63538094722
"384","ENSG00000164830","chr8","Near_Lm2","OXR1",6244.80461476061,3348.63538094722
"385","ENSG00000164919","chr8","Near_Lm1","COX6C",12208.4248600511,31506.1198636707
"386","ENSG00000165061","chr8","Near_Lm1","ZMAT4",8.86162023847074,0
"387","ENSG00000165091","chr9","Near_Lm1","TMC1",8.93258541911857,0
"388","ENSG00000165521","chr14","Near_Lm2","EML5",2157.20121904985,1625.61574929931
"389","ENSG00000165659","chr13","Lamina","DACH1",283.415759798417,27.0244906020169
"390","ENSG00000165891","chr12","Near_Lm2","E2F7",28.2972028575416,1336.54520825515
"391","ENSG00000165970","chr11","Near_Lm2","SLC6A5",0,0
"392","ENSG00000165973","chr11","Near_Lm2","NELL1",0,0
"393","ENSG00000165973","chr11","Lamina","NELL1",0,0
"394","ENSG00000165995","chr10","Near_Lm1","CACNB2",802.305152285205,165.022279739001
"395","ENSG00000166006","chr12","Lamina","KCNC2",1.49994460480808,0
"396","ENSG00000166037","chr11","Interior_Act3","CEP57",10198.8575024073,14680.7498206824
"397","ENSG00000166450","chr15","Near_Lm1","PRTG",0.45465999861267,1.58693688491954
"398","ENSG00000166748","chr15","Near_Lm2","AGBL1",0,0
"399","ENSG00000166748","chr15","Lamina","AGBL1",0,0
"400","ENSG00000166900","chr11","Interior_Act1","STX3",1458.22641534214,1465.2842007234
"401","ENSG00000166922","chr15","Near_Lm1","SCG5",86.8080463111875,309.969982370677
"402","ENSG00000167346","chr11","Near_Lm1","MMP26",0,0
"403","ENSG00000168615","chr8","Near_Lm1","ADAM9",399.193684917946,2637.88344673737
"404","ENSG00000168615","chr8","Near_Lm2","ADAM9",399.193684917946,2637.88344673737
"405","ENSG00000168702","chr2","Lamina","LRP1B",0.895176428890633,0.815398362486015
"406","ENSG00000169126","chr10","Near_Lm1","ARMC4",57.2288332357961,36.2825578238533
"407","ENSG00000169224","chr1","Near_Lm2","GCSAML",236.449333926563,45.3615653666678
"408","ENSG00000169862","chr5","Near_Lm1","CTNND2",26.2328788461905,0
"409","ENSG00000169862","chr5","Near_Lm2","CTNND2",26.2328788461905,0
"410","ENSG00000169862","chr5","Lamina","CTNND2",26.2328788461905,0
"411","ENSG00000169946","chr8","Interior_Act3","ZFPM2",0,0
"412","ENSG00000169946","chr8","Near_Lm2","ZFPM2",0,0
"413","ENSG00000170088","chr4","Near_Lm2","TMEM192",2448.8547484426,3895.11066957417
"414","ENSG00000170088","chr4","Interior_Act3","TMEM192",2448.8547484426,3895.11066957417
"415","ENSG00000170522","chr4","Interior_Act3","ELOVL6",141.582006819245,610.095155529025
"416","ENSG00000171094","chr2","Interior_Repr2","ALK",184.881175902127,26.5186255337023
"417","ENSG00000171094","chr2","Near_Lm1","ALK",184.881175902127,26.5186255337023
"418","ENSG00000171444","chr5","Interior_Act3","MCC",610.140876046065,223.478055984487
"419","ENSG00000171444","chr5","Near_Lm2","MCC",610.140876046065,223.478055984487
"420","ENSG00000171497","chr4","Near_Lm2","PPID",8278.8078926397,37861.7902301444
"421","ENSG00000172086","chr2","Near_Lm1","KRCC1",16143.5967249961,10559.7242373963
"422","ENSG00000172139","chr3","Near_Lm2","SLC9C1",14.5611368761719,7.74811497355029
"423","ENSG00000172159","chr9","Near_Lm2","FRMD3",160.440447540954,70.6108704474284
"424","ENSG00000172399","chr4","Near_Lm2","MYOZ2",96.56404051368,5.35016869340073
"425","ENSG00000172915","chr13","Lamina","NBEA",1283.48694896201,117.769716777692
"426","ENSG00000172915","chr13","Near_Lm2","NBEA",1283.48694896201,117.769716777692
"427","ENSG00000173482","chr18","Near_Lm1","PTPRM",830.088123671374,269.446370919412
"428","ENSG00000173482","chr18","Near_Lm2","PTPRM",830.088123671374,269.446370919412
"429","ENSG00000173852","chr7","Near_Lm2","DPY19L1",1934.47602805447,3007.89494404688
"430","ENSG00000173926","chr5","Interior_Act3","MARCH3",1816.94128921535,796.588876355534
"431","ENSG00000173926","chr5","Near_Lm2","MARCH3",1816.94128921535,796.588876355534
"432","ENSG00000173930","chr5","Lamina","SLCO4C1",190.754916343922,53.5601174604386
"433","ENSG00000174145","chr4","Near_Lm2","KIAA1239",0,1.14324928173135
"434","ENSG00000174469","chr7","Near_Lm2","CNTNAP2",111.627669588442,0
"435","ENSG00000174469","chr7","Lamina","CNTNAP2",111.627669588442,0
"436","ENSG00000174469","chr7","Interior_Act3","CNTNAP2",111.627669588442,0
"437","ENSG00000174473","chr4","Lamina","GALNTL6",2.06723238684512,7.00149294895267
"438","ENSG00000174473","chr4","Near_Lm2","GALNTL6",2.06723238684512,7.00149294895267
"439","ENSG00000175265","chr15","Interior_Repr2","GOLGA8A",28777.5250030454,7945.3193688195
"440","ENSG00000175471","chr5","Near_Lm2","MCTP1",296.682954040095,149.248477634793
"441","ENSG00000175471","chr5","Lamina","MCTP1",296.682954040095,149.248477634793
"442","ENSG00000175600","chr7","Near_Lm2","SUGCT",253.109963150168,86.1457401615581
"443","ENSG00000175600","chr7","Lamina","SUGCT",253.109963150168,86.1457401615581
"444","ENSG00000176204","chr2","Lamina","LRRTM4",0,0
"445","ENSG00000176788","chr5","Near_Lm1","BASP1",906.412242161502,1318.98714212088
"446","ENSG00000177640","chr10","Near_Lm1","CASC2",58.6798879811864,34.5391991797163
"447","ENSG00000177694","chr3","Lamina","NAALADL2",52.8912867654493,22.3861648835529
"448","ENSG00000178538","chr8","Near_Lm2","CA8",154.442511850735,14.7760654350738
"449","ENSG00000178722","chr5","Near_Lm1","C5orf64",0,0
"450","ENSG00000179455","chr15","Near_Lm1","MKRN3",445.519289338058,195.634385973823
"451","ENSG00000179869","chr7","Near_Lm2","ABCA13",0.820979889574617,2.11007535756914
"452","ENSG00000179869","chr7","Lamina","ABCA13",0.820979889574617,2.11007535756914
"453","ENSG00000180815","chrX","Near_Lm1","MAP3K15",15.6472920055832,61.8768206708937
"454","ENSG00000180869","chr1","Interior_Act3","C1orf180",0,0
"455","ENSG00000181666","chr19","Interior_Repr1","HKR1",4563.28357505547,2193.74221518339
"456","ENSG00000181722","chr3","Near_Lm2","ZBTB20",3521.09122320933,171.523256848267
"457","ENSG00000181722","chr3","Lamina","ZBTB20",3521.09122320933,171.523256848267
"458","ENSG00000182158","chr7","Near_Lm2","CREB3L2",2019.55004845828,1414.99104409464
"459","ENSG00000182158","chr7","Near_Lm1","CREB3L2",2019.55004845828,1414.99104409464
"460","ENSG00000182168","chr4","Near_Lm2","UNC5C",4.84945102836309,8.05214122781589
"461","ENSG00000182168","chr4","Lamina","UNC5C",4.84945102836309,8.05214122781589
"462","ENSG00000182247","chr3","Lamina","UBE2E2",542.838246131072,640.119123133939
"463","ENSG00000182247","chr3","Near_Lm2","UBE2E2",542.838246131072,640.119123133939
"464","ENSG00000182255","chr11","Lamina","KCNA4",0,0
"465","ENSG00000182263","chr2","Lamina","FIGN",0.960736998935615,0
"466","ENSG00000182389","chr2","Interior_Act3","CACNB4",22.2327955915546,5.85990928522698
"467","ENSG00000182621","chr20","Near_Lm2","PLCB1",335.535888061567,63.8333544034628
"468","ENSG00000182621","chr20","Lamina","PLCB1",335.535888061567,63.8333544034628
"469","ENSG00000182752","chr9","Near_Lm2","PAPPA",47.189853141428,3.83184244255594
"470","ENSG00000183023","chr2","Lamina","SLC8A1",35.6109809897956,46.0283307087691
"471","ENSG00000183098","chr13","Near_Lm2","GPC6",6.19441161899036,0
"472","ENSG00000183098","chr13","Lamina","GPC6",6.19441161899036,0
"473","ENSG00000183117","chr8","Near_Lm2","CSMD1",6.45773605690282,1.2210079091028
"474","ENSG00000183117","chr8","Lamina","CSMD1",6.45773605690282,1.2210079091028
"475","ENSG00000183580","chr5","Lamina","FBXL7",0,0
"476","ENSG00000183783","chr4","Lamina","KCTD8",0,0
"477","ENSG00000184305","chr4","Lamina","CCSER1",109.474908310626,16.2441359144438
"478","ENSG00000184305","chr4","Near_Lm1","CCSER1",109.474908310626,16.2441359144438
"479","ENSG00000184384","chr11","Interior_Act3","MAML2",11686.2470477898,3094.66871401041
"480","ENSG00000184384","chr11","Near_Lm2","MAML2",11686.2470477898,3094.66871401041
"481","ENSG00000184465","chr6","Interior_Repr1","WDR27",3365.62164895392,1345.80157317081
"482","ENSG00000184465","chr6","Interior_Repr2","WDR27",3365.62164895392,1345.80157317081
"483","ENSG00000185046","chr12","Near_Lm2","ANKS1B",23.8285212613489,48.2750250326166
"484","ENSG00000185046","chr12","Lamina","ANKS1B",23.8285212613489,48.2750250326166
"485","ENSG00000185274","chr7","Near_Lm1","WBSCR17",0,0
"486","ENSG00000185274","chr7","Interior_Repr2","WBSCR17",0,0
"487","ENSG00000185305","chr5","Near_Lm1","ARL15",1691.67356602897,572.380842645519
"488","ENSG00000185305","chr5","Interior_Act3","ARL15",1691.67356602897,572.380842645519
"489","ENSG00000185532","chr10","Near_Lm2","PRKG1",7.99624472640724,4.2155848541355
"490","ENSG00000185532","chr10","Lamina","PRKG1",7.99624472640724,4.2155848541355
"491","ENSG00000185630","chr1","Near_Lm2","PBX1",52.3947564684011,4.18767118286024
"492","ENSG00000185737","chr10","Lamina","NRG3",0,0
"493","ENSG00000185760","chr6","Near_Lm2","KCNQ5",879.663986750122,630.633498530209
"494","ENSG00000185774","chr4","Near_Lm2","KCNIP4",732.240075298757,277.665877305654
"495","ENSG00000185774","chr4","Lamina","KCNIP4",732.240075298757,277.665877305654
"496","ENSG00000185942","chr8","Lamina","NKAIN3",0,0
"497","ENSG00000185942","chr8","Near_Lm2","NKAIN3",0,0
"498","ENSG00000186314","chr5","Lamina","PRELID2",109.279046686173,98.186219786814
"499","ENSG00000186314","chr5","Near_Lm2","PRELID2",109.279046686173,98.186219786814
"500","ENSG00000186714","chr11","Interior_Act3","CCDC73",9.07129891646331,21.0016680550775
"501","ENSG00000187164","chr10","Near_Lm1","KIAA1598",51.4382724379173,62.9433219371618
"502","ENSG00000187323","chr18","Lamina","DCC",0,0
"503","ENSG00000187391","chr7","Near_Lm2","MAGI2",31.640237982634,16.1641175633436
"504","ENSG00000187391","chr7","Lamina","MAGI2",31.640237982634,16.1641175633436
"505","ENSG00000187416","chr7","Near_Lm1","LHFPL3",0,0
"506","ENSG00000187416","chr7","Interior_Repr2","LHFPL3",0,0
"507","ENSG00000188283","chr19","Interior_Repr1","ZNF383",5156.27879095145,1899.14993092514
"508","ENSG00000188517","chr4","Interior_Act3","COL25A1",34.4360635415848,5.63292290429991
"509","ENSG00000188580","chr6","Lamina","NKAIN2",0,0
"510","ENSG00000188580","chr6","Near_Lm2","NKAIN2",0,0
"511","ENSG00000188596","chr12","Near_Lm2","C12orf55",42.162016188415,49.067113373077
"512","ENSG00000188596","chr12","Lamina","C12orf55",42.162016188415,49.067113373077
"513","ENSG00000188730","chr7","Lamina","VWC2",0,1.01039241969299
"514","ENSG00000188991","chr12","Lamina","SLC15A5",0,0
"515","ENSG00000189283","chr3","Near_Lm1","FHIT",3819.26500641236,378.446321980291
"516","ENSG00000196081","chr19","Near_Lm1","ZNF724P",2346.47775887314,4170.14626227612
"517","ENSG00000196277","chr3","Near_Lm2","GRM7",1.96044527999232,0
"518","ENSG00000196277","chr3","Lamina","GRM7",1.96044527999232,0
"519","ENSG00000196353","chr3","Near_Lm1","CPNE4",1.0314802995962,5.40038975880376
"520","ENSG00000196376","chr6","Lamina","SLC35F1",8.60227490732314,56.8427435736403
"521","ENSG00000196376","chr6","Near_Lm2","SLC35F1",8.60227490732314,56.8427435736403
"522","ENSG00000196482","chr1","Lamina","ESRRG",0,0
"523","ENSG00000196586","chr6","Near_Lm2","MYO6",398.039177890694,256.489532943312
"524","ENSG00000196591","chr6","Near_Lm2","HDAC2",2554.19422822564,8333.23545319169
"525","ENSG00000196660","chr1","Lamina","SLC30A10",0,0
"526","ENSG00000196660","chr1","Near_Lm2","SLC30A10",0,0
"527","ENSG00000197134","chr19","Interior_Repr1","ZNF257",2141.68026328034,3242.8521247914
"528","ENSG00000197140","chr8","Near_Lm2","ADAM32",5.37455645313117,4.1684536480535
"529","ENSG00000197302","chr16","Interior_Repr1","ZNF720",2645.87616650859,1590.77675686683
"530","ENSG00000197448","chr7","Near_Lm2","GSTK1",31958.7609205125,23772.5827824693
"531","ENSG00000197826","chr4","Near_Lm2","C4orf22",0,2.55058622656639
"532","ENSG00000197872","chr2","Near_Lm2","FAM49A",481.93019317894,290.629623711138
"533","ENSG00000198046","chr19","Interior_Repr1","ZNF667",435.441706464641,139.404473647255
"534","ENSG00000198131","chr19","Speckle","ZNF544",3448.78958511848,6026.8627872448
"535","ENSG00000198482","chr19","Speckle","ZNF808",5274.69796703462,2495.71184812341
"536","ENSG00000198718","chr14","Near_Lm2","FAM179B",2217.28999219801,1316.71806971989
"537","ENSG00000198718","chr14","Interior_Act3","FAM179B",2217.28999219801,1316.71806971989
"538","ENSG00000198785","chr9","Near_Lm2","GRIN3A",363.646867937587,75.2512872542742
"539","ENSG00000198887","chr9","Near_Lm1","SMC5",10668.700003583,19976.1072724006
"540","ENSG00000198964","chr10","Interior_Act3","SGMS1",4767.24260504683,3652.7404277537
"541","ENSG00000198964","chr10","Near_Lm2","SGMS1",4767.24260504683,3652.7404277537
"542","ENSG00000203727","chr6","Interior_Act3","SAMD5",0,7.61766771314796
"543","ENSG00000203727","chr6","Near_Lm1","SAMD5",0,7.61766771314796
"544","ENSG00000203910","chr1","Near_Lm1","C1orf146",568.472913717749,217.777878471394
"545","ENSG00000204148","chr9","Lamina","LINC00474",0,0
"546","ENSG00000204178","chr1","Interior_Act1","TMEM57",7621.12793532309,6478.68454953127
"547","ENSG00000204406","chr2","Near_Lm2","MBD5",1051.9585311813,315.719923713168
"548","ENSG00000204406","chr2","Lamina","MBD5",1051.9585311813,315.719923713168
"549","ENSG00000204442","chr13","Lamina","FAM155A",1.8808648821274,0
"550","ENSG00000204442","chr13","Near_Lm2","FAM155A",1.8808648821274,0
"551","ENSG00000204711","chr9","Near_Lm1","C9orf135",0,54.9146326047894
"552","ENSG00000204764","chr5","Near_Lm2","RANBP17",9.30762612806365,1.04116953489386
"553","ENSG00000204764","chr5","Lamina","RANBP17",9.30762612806365,1.04116953489386
"554","ENSG00000204764","chr5","Interior_Repr1","RANBP17",9.30762612806365,1.04116953489386
"555","ENSG00000204956","chr5","Interior_Repr1","PCDHGA1",55.2397892515735,2.04546534932592
"556","ENSG00000204956","chr5","Interior_Act1","PCDHGA1",55.2397892515735,2.04546534932592
"557","ENSG00000204956","chr5","Interior_Act2","PCDHGA1",55.2397892515735,2.04546534932592
"558","ENSG00000205060","chr7","Near_Lm1","SLC35B4",2677.69003344443,5785.42625189668
"559","ENSG00000205649","chr4","Lamina","HTN3",0,0
"560","ENSG00000205838","chr5","Near_Lm1","TTC23L",90.6720691786514,50.2926824072021
"561","ENSG00000206120","chr3","Near_Lm2","EGFEM1P",2.80877975957024,0
"562","ENSG00000206120","chr3","Lamina","EGFEM1P",2.80877975957024,0
"563","ENSG00000206579","chr8","Near_Lm2","XKR4",0.767294081906257,0
"564","ENSG00000206579","chr8","Near_Lm1","XKR4",0.767294081906257,0
"565","ENSG00000213096","chr19","Near_Lm1","ZNF254",3086.04300194979,2173.60235843913
"566","ENSG00000213096","chr19","Near_Lm2","ZNF254",3086.04300194979,2173.60235843913
"567","ENSG00000214216","chr3","Near_Lm2","IQCJ",0,0
"568","ENSG00000214216","chr3","Lamina","IQCJ",0,0
"569","ENSG00000214960","chr7","Near_Lm2","ISPD",247.081274151464,208.3088363862
"570","ENSG00000214960","chr7","Interior_Act3","ISPD",247.081274151464,208.3088363862
"571","ENSG00000215252","chr15","Interior_Repr2","GOLGA8B",24482.4414710299,5937.72301940694
"572","ENSG00000215262","chr8","Lamina","KCNU1",0,0
"573","ENSG00000215262","chr8","Near_Lm2","KCNU1",0,0
"574","ENSG00000215421","chr18","Interior_Act3","ZNF407",4965.42279072077,2810.76619046288
"575","ENSG00000215421","chr18","Near_Lm1","ZNF407",4965.42279072077,2810.76619046288
"576","ENSG00000217128","chr5","Interior_Act3","FNIP1",7712.89872991622,5646.70606979032
"577","ENSG00000218336","chr4","Near_Lm2","TENM3",0.545910711845039,0
"578","ENSG00000218336","chr4","Lamina","TENM3",0.545910711845039,0
"579","ENSG00000219545","chr7","Interior_Act3","RPA3-AS1",3870.41045896496,2317.2999422364
"580","ENSG00000225025","chrX","Lamina","KIF4CP",64.3621168753902,68.2946521428692
"581","ENSG00000225937","chr9","Near_Lm1","PCA3",0,0
"582","ENSG00000226124","chr2","Near_Lm2","FTCDNL1",559.548223620384,518.40374270407
"583","ENSG00000226278","chr7","Near_Lm1","PSPHP1",25.0637856706479,36.4657098483277
"584","ENSG00000226722","chr13","Near_Lm1","LINC00424",0,0
"585","ENSG00000227028","chr2","Near_Lm2","SLC8A1-AS1",1.97756671706374,133.108022672941
"586","ENSG00000227028","chr2","Lamina","SLC8A1-AS1",1.97756671706374,133.108022672941
"587","ENSG00000227110","chr3","Lamina","LMCD1-AS1",3.97103477034297,10.0187049150312
"588","ENSG00000227110","chr3","Near_Lm2","LMCD1-AS1",3.97103477034297,10.0187049150312
"589","ENSG00000227110","chr3","Near_Lm1","LMCD1-AS1",3.97103477034297,10.0187049150312
"590","ENSG00000227646","chr7","Lamina","STEAP2-AS1",0,0
"591","ENSG00000227646","chr7","Near_Lm2","STEAP2-AS1",0,0
"592","ENSG00000228221","chr3","Interior_Act3","LINC00578",18.3427417856532,0
"593","ENSG00000228221","chr3","Near_Lm2","LINC00578",18.3427417856532,0
"594","ENSG00000229240","chr10","Near_Lm2","LINC00710",0,0
"595","ENSG00000230448","chr2","Lamina","LINC00276",0,0
"596","ENSG00000231757","chr9",NA,"FAM74A2",0,0
"597","ENSG00000232270","chr7",NA,"INTS4L2",889.037285695653,986.596205805602
"598","ENSG00000232284","chr1","Near_Lm2","GNG12-AS1",0,0
"599","ENSG00000232745","chr1",NA,"ANKRD20A14P",68.0852668512938,34.4439715716834
"600","ENSG00000233844","chr6","Near_Lm2","KCNQ5-IT1",2306.68179387922,419.17420156221
"601","ENSG00000234871","chr1","Near_Lm2","LINC01032",291.545204772771,34.4838777913534
"602","ENSG00000235770","chr2","Interior_Act3","LINC00607",0,0
"603","ENSG00000236088","chr17","Interior_Repr1","COX10-AS1",2200.68651175115,1372.87932710451
"604","ENSG00000236088","chr17","Interior_Repr2","COX10-AS1",2200.68651175115,1372.87932710451
"605","ENSG00000236671","chr10","Lamina","PRKG1-AS1",0,0
"606","ENSG00000236699","chr4","Near_Lm2","ARHGEF38",85.1956645216872,21.9990897240277
"607","ENSG00000240254","chr3","Near_Lm2","B4GALT4-AS1",1082.98462398792,222.504087033154
"608","ENSG00000240423","chr3","Interior_Act3","LINC00636",0,7.52970749241576
"609","ENSG00000240891","chr3","Near_Lm2","PLCXD2",2095.09708812593,1207.12909022914
"610","ENSG00000241353","chr13","Interior_Act3","PPP1R2P4",0,0
"611","ENSG00000241684","chr3","Near_Lm1","ADAMTS9-AS2",0,0
"612","ENSG00000241749","chr12","Near_Lm1","RPSAP52",0,0
"613","ENSG00000241962","chr2","Near_Lm1","C2orf15",134.754135415344,73.6938785236218
"614","ENSG00000241962","chr2","Interior_Repr2","C2orf15",134.754135415344,73.6938785236218
"615","ENSG00000242759","chr3","Lamina","LINC00882",7.51586589993178,4.90342620835318
"616","ENSG00000242759","chr3","Near_Lm2","LINC00882",7.51586589993178,4.90342620835318
"617","ENSG00000243566","chr7","Interior_Act3","UPK3B",311.234596288174,76.4231555779683
"618","ENSG00000243566","chr7","Near_Lm2","UPK3B",311.234596288174,76.4231555779683
"619","ENSG00000243566","chr7","Near_Lm1","UPK3B",311.234596288174,76.4231555779683
"620","ENSG00000243660","chr10","Near_Lm1","ZNF487",707.241743546366,411.77583623996
"621","ENSG00000244968","chr5","Near_Lm1","LIFR-AS1",11.8720465035874,0
"622","ENSG00000245680","chr19","Interior_Repr1","ZNF585B",2745.45938607504,972.409004952426
"623","ENSG00000248550","chr14","Near_Lm1","OTX2-AS1",0,0
"624","ENSG00000248724","chr3","Near_Lm1","NPHP3-AS1",18.449053726458,8.02836978735366
"625","ENSG00000248724","chr3","Interior_Repr1","NPHP3-AS1",18.449053726458,8.02836978735366
"626","ENSG00000249834","chr5","Near_Lm2","PGBD4P3",33.7778729434033,19.6496109296233
"627","ENSG00000250588","chr3","Near_Lm2","IQCJ-SCHIP1",0,7.89937906946844
"628","ENSG00000250588","chr3","Lamina","IQCJ-SCHIP1",0,7.89937906946844
"629","ENSG00000251655","chr12","Interior_Repr1","PRB1",58.4416387328341,10.5983128121752
"630","ENSG00000253485","chr5","Interior_Repr1","PCDHGA5",47.3478661142576,12.2428133430604
"631","ENSG00000253485","chr5","Interior_Act1","PCDHGA5",47.3478661142576,12.2428133430604
"632","ENSG00000253485","chr5","Interior_Act2","PCDHGA5",47.3478661142576,12.2428133430604
"633","ENSG00000253537","chr5","Interior_Repr1","PCDHGA7",49.5735105442762,2.0667861607847
"634","ENSG00000253537","chr5","Interior_Act1","PCDHGA7",49.5735105442762,2.0667861607847
"635","ENSG00000253537","chr5","Interior_Act2","PCDHGA7",49.5735105442762,2.0667861607847
"636","ENSG00000253731","chr5","Interior_Repr1","PCDHGA6",101.956825630185,8.67949506218278
"637","ENSG00000253731","chr5","Interior_Act1","PCDHGA6",101.956825630185,8.67949506218278
"638","ENSG00000253731","chr5","Interior_Act2","PCDHGA6",101.956825630185,8.67949506218278
"639","ENSG00000253767","chr5","Interior_Repr1","PCDHGA8",32.9044259439273,0
"640","ENSG00000253767","chr5","Interior_Act1","PCDHGA8",32.9044259439273,0
"641","ENSG00000253767","chr5","Interior_Act2","PCDHGA8",32.9044259439273,0
"642","ENSG00000253910","chr5","Interior_Repr1","PCDHGB2",80.4940273502836,28.0834398965025
"643","ENSG00000253910","chr5","Interior_Act1","PCDHGB2",80.4940273502836,28.0834398965025
"644","ENSG00000253910","chr5","Interior_Act2","PCDHGB2",80.4940273502836,28.0834398965025
"645","ENSG00000253953","chr5","Interior_Repr1","PCDHGB4",91.7592765180407,33.5926010993578
"646","ENSG00000253953","chr5","Interior_Act1","PCDHGB4",91.7592765180407,33.5926010993578
"647","ENSG00000253953","chr5","Interior_Act2","PCDHGB4",91.7592765180407,33.5926010993578
"648","ENSG00000254221","chr5","Interior_Repr1","PCDHGB1",17.234278402798,7.17418053106509
"649","ENSG00000254221","chr5","Interior_Act1","PCDHGB1",17.234278402798,7.17418053106509
"650","ENSG00000254221","chr5","Interior_Act2","PCDHGB1",17.234278402798,7.17418053106509
"651","ENSG00000254245","chr5","Interior_Repr1","PCDHGA3",16.2731835979206,0
