"","chromosome_name","spin","spin_start","spin_end","ensembl_gene_id","hgnc_symbol"
"359","chr12","Near_Lm2",63293781,63393780,"ENSG00000111110","PPM1H"
"360","chr12","Near_Lm1",66093781,66193780,"ENSG00000241749","RPSAP52"
"361","chr12","Near_Lm1",66193781,66293780,"ENSG00000241749","RPSAP52"
"362","chr12","Interior_Act3",70993781,71093780,"ENSG00000153233","PTPRR"
"363","chr12","Near_Lm2",71093781,71193780,"ENSG00000153233","PTPRR"
"364","chr12","Near_Lm2",71193781,71293780,"ENSG00000153233","PTPRR"
"365","chr12","Near_Lm2",71293781,71393780,"ENSG00000153233","PTPRR"
"366","chr12","Lamina",75393781,75493780,"ENSG00000166006","KCNC2"
"367","chr12","Lamina",75493781,75593780,"ENSG00000166006","KCNC2"
"368","chr12","Lamina",75593781,75693780,"ENSG00000166006","KCNC2"
"369","chr12","Near_Lm2",77393781,77493780,"ENSG00000165891","E2F7"
"370","chr12","Lamina",81293780,81393779,"ENSG00000111058","ACSS3"
"371","chr12","Lamina",81393780,81493779,"ENSG00000111058","ACSS3"
"372","chr12","Lamina",81493780,81593779,"ENSG00000111058","ACSS3"
"373","chr12","Lamina",81593780,81693779,"ENSG00000111058","ACSS3"
"374","chr12","Lamina",81593780,81693779,"ENSG00000139220","PPFIA2"
"375","chr12","Lamina",81693780,81793779,"ENSG00000139220","PPFIA2"
"376","chr12","Lamina",81793780,81893779,"ENSG00000139220","PPFIA2"
"377","chr12","Lamina",81893780,81993779,"ENSG00000139220","PPFIA2"
"378","chr12","Lamina",81993780,82093779,"ENSG00000139220","PPFIA2"
"379","chr12","Lamina",82093780,82193779,"ENSG00000139220","PPFIA2"
"380","chr12","Lamina",82593780,82693779,"ENSG00000133773","CCDC59"
"381","chr12","Lamina",82693780,82793779,"ENSG00000133773","CCDC59"
"382","chr12","Interior_Act3",92293777,92393776,"ENSG00000257242","C12orf79"
"383","chr12","Interior_Act3",92393777,92493776,"ENSG00000257242","C12orf79"
"384","chr12","Interior_Act3",92493777,92593776,"ENSG00000257242","C12orf79"
"385","chr12","Near_Lm2",96793779,96893778,"ENSG00000188596","C12orf55"
"386","chr12","Near_Lm2",96893779,96993778,"ENSG00000188596","C12orf55"
"387","chr12","Near_Lm2",96993779,97093778,"ENSG00000188596","C12orf55"
"388","chr12","Lamina",97093779,97193778,"ENSG00000188596","C12orf55"
"389","chr12","Lamina",97193779,97293778,"ENSG00000188596","C12orf55"
"390","chr12","Near_Lm2",99093779,99193778,"ENSG00000185046","ANKS1B"
"391","chr12","Near_Lm2",99193779,99293778,"ENSG00000185046","ANKS1B"
"392","chr12","Near_Lm2",99293779,99393778,"ENSG00000185046","ANKS1B"
"393","chr12","Near_Lm2",99393779,99493778,"ENSG00000185046","ANKS1B"
"394","chr12","Lamina",99493779,99593778,"ENSG00000185046","ANKS1B"
"395","chr12","Lamina",99593779,99693778,"ENSG00000185046","ANKS1B"
"396","chr12","Lamina",99693779,99793778,"ENSG00000185046","ANKS1B"
"397","chr12","Lamina",99793779,99893778,"ENSG00000185046","ANKS1B"
"398","chr12","Lamina",99893779,99993778,"ENSG00000185046","ANKS1B"
"399","chr12","Lamina",99993779,100093778,"ENSG00000185046","ANKS1B"
"400","chr12","Lamina",100093779,100193778,"ENSG00000185046","ANKS1B"
"401","chr12","Lamina",100193779,100293778,"ENSG00000185046","ANKS1B"
"402","chr12","Near_Lm2",100293779,100393778,"ENSG00000185046","ANKS1B"
"403","chr12","Speckle",133276587,133376586,"ENSG00000090615","GOLGA3"
"404","chr12","Speckle",133376587,133476586,"ENSG00000090615","GOLGA3"
"405","chr13","Near_Lm1",22374140,22474139,"ENSG00000226722","LINC00424"
"406","chr13","Near_Lm1",33604909,33674137,"ENSG00000133116","KL"
"407","chr13","Lamina",35474138,35574137,"ENSG00000172915","NBEA"
"408","chr13","Lamina",35574138,35674137,"ENSG00000172915","NBEA"
"409","chr13","Lamina",35674138,35774137,"ENSG00000172915","NBEA"
"410","chr13","Lamina",35774138,35874137,"ENSG00000172915","NBEA"
"411","chr13","Lamina",35874138,35974137,"ENSG00000172915","NBEA"
"412","chr13","Lamina",35974138,36074137,"ENSG00000172915","NBEA"
"413","chr13","Near_Lm2",36074138,36174137,"ENSG00000172915","NBEA"
"414","chr13","Near_Lm2",36174138,36274137,"ENSG00000172915","NBEA"
"415","chr13","Near_Lm2",36274138,36374137,"ENSG00000133083","DCLK1"
"416","chr13","Near_Lm2",36374138,36474137,"ENSG00000133083","DCLK1"
"417","chr13","Near_Lm2",36474138,36574137,"ENSG00000133083","DCLK1"
"418","chr13","Near_Lm2",36574138,36674137,"ENSG00000133083","DCLK1"
"419","chr13","Near_Lm2",36674138,36774137,"ENSG00000133083","DCLK1"
"420","chr13","Near_Lm1",40174138,40274137,"ENSG00000133103","COG6"
"421","chr13","Near_Lm1",40274138,40374137,"ENSG00000133103","COG6"
"422","chr13","Interior_Act3",46874136,46974135,"ENSG00000102445","KIAA0226L"
"423","chr13","Interior_Act3",46974136,47074135,"ENSG00000102445","KIAA0226L"
"424","chr13","Interior_Act3",46874136,46974135,"ENSG00000241353","PPP1R2P4"
"425","chr13","Interior_Act3",46974136,47074135,"ENSG00000241353","PPP1R2P4"
"426","chr13","Near_Lm2",60174135,60274134,"ENSG00000139734","DIAPH3"
"427","chr13","Near_Lm2",60274135,60374134,"ENSG00000139734","DIAPH3"
"428","chr13","Near_Lm2",60374135,60474134,"ENSG00000139734","DIAPH3"
"429","chr13","Near_Lm2",60474135,60574134,"ENSG00000139734","DIAPH3"
"430","chr13","Near_Lm2",60574135,60674134,"ENSG00000139734","DIAPH3"
"431","chr13","Interior_Act3",60674135,60774134,"ENSG00000139734","DIAPH3"
"432","chr13","Lamina",71974133,72074132,"ENSG00000165659","DACH1"
"433","chr13","Lamina",72074133,72174132,"ENSG00000165659","DACH1"
"434","chr13","Lamina",72174133,72274132,"ENSG00000165659","DACH1"
"435","chr13","Lamina",72274133,72374132,"ENSG00000165659","DACH1"
"436","chr13","Lamina",72374133,72440658,"ENSG00000165659","DACH1"
"437","chr13","Near_Lm2",73274139,73374138,"ENSG00000083535","PIBF1"
"438","chr13","Interior_Act3",73374139,73474138,"ENSG00000083535","PIBF1"
"439","chr13","Interior_Act3",73474139,73574138,"ENSG00000083535","PIBF1"
"440","chr13","Interior_Act3",73574139,73674138,"ENSG00000083535","PIBF1"
"441","chr13","Near_Lm2",93852254,93952253,"ENSG00000183098","GPC6"
"442","chr13","Near_Lm2",93952254,94052253,"ENSG00000183098","GPC6"
"443","chr13","Near_Lm2",94052254,94152253,"ENSG00000183098","GPC6"
"444","chr13","Lamina",94152254,94252253,"ENSG00000183098","GPC6"
"445","chr13","Lamina",94252254,94352253,"ENSG00000183098","GPC6"
"446","chr13","Lamina",94352254,94452253,"ENSG00000183098","GPC6"
"447","chr13","Lamina",94452254,94552253,"ENSG00000183098","GPC6"
"448","chr13","Lamina",94552254,94638326,"ENSG00000183098","GPC6"
"449","chr13","Lamina",94652255,94752254,"ENSG00000183098","GPC6"
"450","chr13","Lamina",94752255,94852254,"ENSG00000183098","GPC6"
"451","chr13","Near_Lm2",94852255,94952254,"ENSG00000183098","GPC6"
"452","chr13","Near_Lm2",94952255,95052254,"ENSG00000183098","GPC6"
"453","chr13","Near_Lm2",95052255,95152254,"ENSG00000183098","GPC6"
"454","chr13","Interior_Act3",96252255,96352254,"ENSG00000102580","DNAJC3"
"455","chr13","Interior_Act3",96352255,96452254,"ENSG00000102580","DNAJC3"
"456","chr13","Lamina",107752349,107852348,"ENSG00000204442","FAM155A"
"457","chr13","Lamina",107852349,107952348,"ENSG00000204442","FAM155A"
"458","chr13","Lamina",107952349,108052348,"ENSG00000204442","FAM155A"
"459","chr13","Lamina",108052349,108152348,"ENSG00000204442","FAM155A"
"460","chr13","Lamina",108152349,108252348,"ENSG00000204442","FAM155A"
"461","chr13","Lamina",108252349,108352348,"ENSG00000204442","FAM155A"
"462","chr13","Near_Lm2",108352349,108452348,"ENSG00000204442","FAM155A"
"463","chr13","Near_Lm2",108452349,108552348,"ENSG00000204442","FAM155A"
"464","chr14","Interior_Act3",31075875,31169206,"ENSG00000092108","SCFD1"
"465","chr14","Interior_Act3",31169207,31269206,"ENSG00000092108","SCFD1"
"466","chr14","Interior_Act3",34369207,34469206,"ENSG00000129521","EGLN3"
"467","chr14","Near_Lm1",34469207,34569206,"ENSG00000129521","EGLN3"
"468","chr14","Near_Lm1",34569207,34669206,"ENSG00000129521","EGLN3"
"469","chr14","Near_Lm1",34669207,34769206,"ENSG00000129521","EGLN3"
"470","chr14","Near_Lm1",34769207,34869206,"ENSG00000129521","EGLN3"
"471","chr14","Interior_Repr2",34869207,34969206,"ENSG00000129521","EGLN3"
"472","chr14","Near_Lm2",37969206,38069205,"ENSG00000139865","TTC6"
"473","chr14","Near_Lm2",38069206,38169205,"ENSG00000139865","TTC6"
"474","chr14","Near_Lm2",38169206,38269205,"ENSG00000139865","TTC6"
"475","chr14","Near_Lm2",38269206,38369205,"ENSG00000139865","TTC6"
"476","chr14","Lamina",38369206,38469205,"ENSG00000139865","TTC6"
"477","chr14","Lamina",38469206,38569205,"ENSG00000139865","TTC6"
"478","chr14","Near_Lm2",39169205,39269204,"ENSG00000259070","LINC00639"
"479","chr14","Near_Lm2",39269205,39369204,"ENSG00000259070","LINC00639"
"480","chr14","Near_Lm2",39369205,39469204,"ENSG00000259070","LINC00639"
"481","chr14","Near_Lm2",45369204,45469203,"ENSG00000198718","FAM179B"
"482","chr14","Interior_Act3",45469204,45569203,"ENSG00000198718","FAM179B"
"483","chr14","Interior_Act3",51366719,51466718,"ENSG00000100505","TRIM9"
"484","chr14","Interior_Act3",51466719,51566718,"ENSG00000100505","TRIM9"
"485","chr14","Near_Lm1",57266719,57366718,"ENSG00000248550","OTX2-AS1"
"486","chr14","Near_Lm1",57366719,57466718,"ENSG00000248550","OTX2-AS1"
"487","chr14","Near_Lm1",57466719,57566718,"ENSG00000248550","OTX2-AS1"
"488","chr14","Near_Lm1",57566719,57666718,"ENSG00000248550","OTX2-AS1"
"489","chr14","Near_Lm2",59966719,60066718,"ENSG00000139970","RTN1"
"490","chr14","Near_Lm2",60066719,60166718,"ENSG00000139970","RTN1"
"491","chr14","Near_Lm2",60166719,60266718,"ENSG00000139970","RTN1"
"492","chr14","Near_Lm2",60266719,60366718,"ENSG00000139970","RTN1"
"493","chr14","Near_Lm2",60366719,60466718,"ENSG00000131951","LRRC9"
"494","chr14","Near_Lm2",60466719,60566718,"ENSG00000131951","LRRC9"
"495","chr14","Lamina",63166719,63266718,"ENSG00000140015","KCNH5"
"496","chr14","Lamina",63266719,63366718,"ENSG00000140015","KCNH5"
"497","chr14","Lamina",63366719,63466718,"ENSG00000140015","KCNH5"
"498","chr14","Near_Lm2",63466719,63566718,"ENSG00000140015","KCNH5"
"499","chr14","Near_Lm2",63566719,63666718,"ENSG00000140015","KCNH5"
"500","chr14","Near_Lm2",88266345,88366344,"ENSG00000054983","GALC"
"501","chr14","Near_Lm2",88366345,88466344,"ENSG00000054983","GALC"
"502","chr14","Near_Lm2",89066345,89166344,"ENSG00000165521","EML5"
"503","chr14","Near_Lm2",89166345,89266344,"ENSG00000165521","EML5"
"504","chr14","Near_Lm1",93674233,93766346,"ENSG00000011114","BTBD7"
"505","chr14","Near_Lm1",93766347,93866346,"ENSG00000011114","BTBD7"
"506","chr14","Near_Lm1",93766347,93866346,"ENSG00000133958","UNC79"
"507","chr14","Near_Lm1",93866347,93966346,"ENSG00000133958","UNC79"
"508","chr14","Near_Lm1",93966347,94066346,"ENSG00000133958","UNC79"
"509","chr14","Near_Lm1",94066347,94166346,"ENSG00000133958","UNC79"
"510","chr14","Near_Lm1",94166347,94266346,"ENSG00000133958","UNC79"
"511","chr15","Near_Lm1",23745148,23845147,"ENSG00000179455","MKRN3"
"512","chr15","Near_Lm1",23845148,23945147,"ENSG00000179455","MKRN3"
"513","chr15","Near_Lm1",32892202,32992201,"ENSG00000166922","SCG5"
"514","chr15","Interior_Repr2",34592202,34692201,"ENSG00000175265","GOLGA8A"
"515","chr15","Interior_Repr2",34692202,34792201,"ENSG00000175265","GOLGA8A"
"516","chr15","Interior_Repr2",34792202,34892201,"ENSG00000175265","GOLGA8A"
"517","chr15","Interior_Repr2",34792202,34892201,"ENSG00000215252","GOLGA8B"
"518","chr15","Near_Lm2",45892199,45992198,"ENSG00000137767","SQRDL"
"519","chr15","Near_Lm2",47436725,47492197,"ENSG00000137872","SEMA6D"
"520","chr15","Near_Lm2",47492198,47592197,"ENSG00000137872","SEMA6D"
"521","chr15","Near_Lm2",47592198,47692197,"ENSG00000137872","SEMA6D"
"522","chr15","Near_Lm2",47692198,47792197,"ENSG00000137872","SEMA6D"
"523","chr15","Near_Lm2",47792198,47892197,"ENSG00000137872","SEMA6D"
"524","chr15","Near_Lm2",47892198,47992197,"ENSG00000137872","SEMA6D"
"525","chr15","Near_Lm2",47992198,48092197,"ENSG00000137872","SEMA6D"
"526","chr15","Near_Lm1",49392198,49492197,"ENSG00000156958","GALK2"
"527","chr15","Near_Lm1",49492198,49592197,"ENSG00000156958","GALK2"
"528","chr15","Near_Lm2",49592198,49692197,"ENSG00000156958","GALK2"
"529","chr15","Near_Lm1",55892199,55992198,"ENSG00000166450","PRTG"
"530","chr15","Near_Lm1",55992199,56092198,"ENSG00000166450","PRTG"
"531","chr15","Near_Lm1",56492199,56592198,"ENSG00000151575","TEX9"
"532","chr15","Near_Lm1",56592199,56692198,"ENSG00000151575","TEX9"
"533","chr15","Near_Lm1",56692199,56792198,"ENSG00000151575","TEX9"
"534","chr15","Near_Lm1",56692199,56792198,"ENSG00000138587","MNS1"
"535","chr15","Interior_Repr1",84068753,84168752,"ENSG00000140600","SH3GL3"
"536","chr15","Interior_Repr1",84168753,84268752,"ENSG00000140600","SH3GL3"
"537","chr15","Interior_Repr1",84268753,84368752,"ENSG00000140600","SH3GL3"
"538","chr15","Near_Lm2",86643232,86743231,"ENSG00000166748","AGBL1"
"539","chr15","Lamina",86743232,86843231,"ENSG00000166748","AGBL1"
"540","chr15","Lamina",86843232,86943231,"ENSG00000166748","AGBL1"
"541","chr15","Lamina",86943232,87043231,"ENSG00000166748","AGBL1"
"542","chr15","Lamina",87043232,87143231,"ENSG00000166748","AGBL1"
"543","chr15","Lamina",87143232,87243231,"ENSG00000166748","AGBL1"
"544","chr15","Lamina",87243232,87343231,"ENSG00000166748","AGBL1"
"545","chr15","Lamina",87343232,87443231,"ENSG00000166748","AGBL1"
"546","chr15","Lamina",87443232,87543231,"ENSG00000166748","AGBL1"
"547","chr15","Lamina",87543232,87643231,"ENSG00000166748","AGBL1"
"548","chr15","Lamina",94743230,94843229,"ENSG00000140563","MCTP2"
"549","chr15","Lamina",94843230,94943229,"ENSG00000140563","MCTP2"
"550","chr15","Lamina",94943230,95043229,"ENSG00000140563","MCTP2"
"551","chr16","Interior_Repr1",31711322,31811321,"ENSG00000197302","ZNF720"
"552","chr16","Near_Lm1",55633913,55733912,"ENSG00000103546","SLC6A2"
"553","chr16","Interior_Repr2",55733913,55833912,"ENSG00000103546","SLC6A2"
"554","chr16","Lamina",61633905,61733904,"ENSG00000150394","CDH8"
"555","chr16","Lamina",61733905,61833904,"ENSG00000150394","CDH8"
"556","chr16","Lamina",61833905,61933904,"ENSG00000150394","CDH8"
"557","chr16","Lamina",61933905,62033904,"ENSG00000150394","CDH8"
"558","chr16","Lamina",62033905,62133904,"ENSG00000150394","CDH8"
"559","chr17","Interior_Repr1",13603318,13703317,"ENSG00000236088","COX10-AS1"
"560","chr17","Interior_Repr2",13703318,13803317,"ENSG00000236088","COX10-AS1"
"561","chr17","Interior_Repr2",13803318,13903317,"ENSG00000236088","COX10-AS1"
"562","chr17","Interior_Repr2",13903318,14003317,"ENSG00000236088","COX10-AS1"
"563","chr17","Near_Lm2",49677362,49737804,"ENSG00000154975","CA10"
"564","chr17","Near_Lm2",49777361,49877360,"ENSG00000154975","CA10"
"565","chr17","Near_Lm2",49877361,49977360,"ENSG00000154975","CA10"
"566","chr17","Near_Lm2",49977361,50077360,"ENSG00000154975","CA10"
"567","chr17","Near_Lm2",50077361,50177360,"ENSG00000154975","CA10"
"568","chr17","Near_Lm2",50177361,50277360,"ENSG00000154975","CA10"
"569","chr18","Near_Lm2",5200000,5299999,"ENSG00000263753","LINC00667"
"570","chr18","Near_Lm1",7499999,7599998,"ENSG00000173482","PTPRM"
"571","chr18","Near_Lm2",7599999,7699998,"ENSG00000173482","PTPRM"
"572","chr18","Near_Lm2",7699999,7799998,"ENSG00000173482","PTPRM"
"573","chr18","Near_Lm2",7799999,7899998,"ENSG00000173482","PTPRM"
"574","chr18","Near_Lm2",7899999,7999998,"ENSG00000173482","PTPRM"
"575","chr18","Near_Lm2",7999999,8099998,"ENSG00000173482","PTPRM"
"576","chr18","Near_Lm2",8099999,8199998,"ENSG00000173482","PTPRM"
"577","chr18","Near_Lm1",8199999,8299998,"ENSG00000173482","PTPRM"
"578","chr18","Near_Lm1",8299999,8399998,"ENSG00000173482","PTPRM"
"579","chr18","Near_Lm1",8399999,8499998,"ENSG00000173482","PTPRM"
"580","chr18","Near_Lm1",18510899,18579961,"ENSG00000067900","ROCK1"
"581","chr18","Near_Lm1",18579962,18679961,"ENSG00000067900","ROCK1"
"582","chr18","Near_Lm1",18679962,18779961,"ENSG00000067900","ROCK1"
"583","chr18","Near_Lm1",18779962,18879961,"ENSG00000141449","GREB1L"
"584","chr18","Near_Lm1",18879962,18979961,"ENSG00000141449","GREB1L"
"585","chr18","Near_Lm1",18979962,19079961,"ENSG00000141449","GREB1L"
"586","chr18","Near_Lm1",19079962,19179961,"ENSG00000141449","GREB1L"
"587","chr18","Near_Lm1",21679965,21779964,"ENSG00000141447","OSBPL1A"
"588","chr18","Near_Lm1",21779965,21879964,"ENSG00000141447","OSBPL1A"
"589","chr18","Near_Lm1",21879965,21979964,"ENSG00000141447","OSBPL1A"
"590","chr18","Interior_Act3",29179964,29279963,"ENSG00000118276","B4GALT6"
"591","chr18","Lamina",31379965,31479964,"ENSG00000101746","NOL4"
"592","chr18","Lamina",31479965,31579964,"ENSG00000101746","NOL4"
"593","chr18","Lamina",31579965,31679964,"ENSG00000101746","NOL4"
"594","chr18","Lamina",31679965,31779964,"ENSG00000101746","NOL4"
"595","chr18","Lamina",31779965,31879964,"ENSG00000101746","NOL4"
"596","chr18","Near_Lm2",34379964,34479963,"ENSG00000150477","KIAA1328"
"597","chr18","Near_Lm2",34479964,34579963,"ENSG00000150477","KIAA1328"
"598","chr18","Near_Lm2",34579964,34679963,"ENSG00000150477","KIAA1328"
"599","chr18","Near_Lm2",34679964,34779963,"ENSG00000150477","KIAA1328"
"600","chr18","Near_Lm2",34779964,34879963,"ENSG00000150477","KIAA1328"
"601","chr18","Lamina",36779965,36879964,"ENSG00000267374","LINC00669"
"602","chr18","Lamina",36879965,36979964,"ENSG00000267374","LINC00669"
"603","chr18","Lamina",36979965,37079964,"ENSG00000267374","LINC00669"
"604","chr18","Lamina",37079965,37179964,"ENSG00000267374","LINC00669"
"605","chr18","Lamina",37179965,37279964,"ENSG00000267374","LINC00669"
"606","chr18","Lamina",37279965,37379964,"ENSG00000267374","LINC00669"
"607","chr18","Lamina",37379965,37479964,"ENSG00000267374","LINC00669"
"608","chr18","Near_Lm2",42779966,42879965,"ENSG00000132874","SLC14A2"
"609","chr18","Near_Lm2",42879966,42979965,"ENSG00000132874","SLC14A2"
"610","chr18","Near_Lm1",42979966,43079965,"ENSG00000132874","SLC14A2"
"611","chr18","Near_Lm1",43079966,43179965,"ENSG00000132874","SLC14A2"
"612","chr18","Near_Lm1",43179966,43279965,"ENSG00000132874","SLC14A2"
"613","chr18","Lamina",49826371,49926370,"ENSG00000187323","DCC"
"614","chr18","Lamina",49926371,50026370,"ENSG00000187323","DCC"
"615","chr18","Lamina",50026371,50126370,"ENSG00000187323","DCC"
"616","chr18","Lamina",50126371,50226370,"ENSG00000187323","DCC"
"617","chr18","Lamina",50226371,50326370,"ENSG00000187323","DCC"
"618","chr18","Lamina",50326371,50426370,"ENSG00000187323","DCC"
"619","chr18","Lamina",50426371,50526370,"ENSG00000187323","DCC"
"620","chr18","Lamina",50526371,50626370,"ENSG00000187323","DCC"
"621","chr18","Lamina",50626371,50726370,"ENSG00000187323","DCC"
"622","chr18","Lamina",50726371,50826370,"ENSG00000187323","DCC"
"623","chr18","Lamina",50826371,50926370,"ENSG00000187323","DCC"
"624","chr18","Lamina",50926371,51026370,"ENSG00000187323","DCC"
"625","chr18","Lamina",51026371,51126370,"ENSG00000187323","DCC"
"626","chr18","Interior_Repr2",55267233,55367232,"ENSG00000081923","ATP8B1"
"627","chr18","Interior_Act2",55367233,55467232,"ENSG00000081923","ATP8B1"
"628","chr18","Interior_Act2",55467233,55567232,"ENSG00000081923","ATP8B1"
"629","chr18","Lamina",58967234,59067233,"ENSG00000101542","CDH20"
"630","chr18","Near_Lm2",59067234,59167233,"ENSG00000101542","CDH20"
"631","chr18","Near_Lm2",59167234,59267233,"ENSG00000101542","CDH20"
"632","chr18","Interior_Act3",60367234,60467233,"ENSG00000081913","PHLPP1"
"633","chr18","Near_Lm1",60467234,60567233,"ENSG00000081913","PHLPP1"
"634","chr18","Near_Lm1",60567234,60667233,"ENSG00000081913","PHLPP1"
"635","chr18","Interior_Act3",72335295,72411956,"ENSG00000215421","ZNF407"
"636","chr18","Interior_Act3",72411957,72511956,"ENSG00000215421","ZNF407"
"637","chr18","Interior_Act3",72511957,72611956,"ENSG00000215421","ZNF407"
"638","chr18","Near_Lm1",72611957,72711956,"ENSG00000215421","ZNF407"
"639","chr18","Near_Lm1",72711957,72811956,"ENSG00000215421","ZNF407"
"640","chr19","Interior_Repr1",19910810,20010809,"ENSG00000256771","ZNF253"
"641","chr19","Interior_Repr1",22182803,22282802,"ENSG00000197134","ZNF257"
"642","chr19","Near_Lm1",23382803,23482802,"ENSG00000196081","ZNF724P"
"643","chr19","Near_Lm1",24182803,24282802,"ENSG00000213096","ZNF254"
"644","chr19","Near_Lm2",24282803,24382802,"ENSG00000213096","ZNF254"
"645","chr19","Interior_Repr1",36790903,36890902,"ENSG00000142065","ZFP14"
"646","chr19","Interior_Repr1",37590903,37690902,"ENSG00000245680","ZNF585B"
"647","chr19","Interior_Repr1",37690903,37790902,"ENSG00000245680","ZNF585B"
"648","chr19","Interior_Repr1",37690903,37790902,"ENSG00000188283","ZNF383"
"649","chr19","Interior_Repr1",37790903,37890902,"ENSG00000181666","HKR1"
"650","chr19","Interior_Repr1",44704154,44804153,"ENSG00000131115","ZNF227"
"651","chr19","Interior_Repr1",44704154,44804153,"ENSG00000159917","ZNF235"
"652","chr19","Interior_Repr1",44804154,44842129,"ENSG00000159917","ZNF235"
"653","chr19","Speckle",53003254,53103253,"ENSG00000198482","ZNF808"
"654","chr19","Speckle",56311367,56411366,"ENSG00000160505","NLRP4"
"655","chr19","Speckle",56711370,56811369,"ENSG00000131848","ZSCAN5A"
"656","chr19","Interior_Repr1",56811370,56911369,"ENSG00000131848","ZSCAN5A"
"657","chr19","Interior_Repr1",56911370,57011369,"ENSG00000198046","ZNF667"
"658","chr19","Speckle",58718361,58811366,"ENSG00000198131","ZNF544"
"659","chr2","Lamina",13840126,13940125,"ENSG00000230448","LINC00276"
"660","chr2","Lamina",13940126,14040125,"ENSG00000230448","LINC00276"
"661","chr2","Lamina",14040126,14140125,"ENSG00000230448","LINC00276"
"662","chr2","Lamina",14140126,14240125,"ENSG00000230448","LINC00276"
"663","chr2","Lamina",14240126,14333879,"ENSG00000230448","LINC00276"
"664","chr2","Lamina",14340125,14440124,"ENSG00000230448","LINC00276"
"665","chr2","Lamina",14440125,14540124,"ENSG00000230448","LINC00276"
"666","chr2","Lamina",14540125,14640124,"ENSG00000230448","LINC00276"
"667","chr2","Near_Lm2",16681269,16781268,"ENSG00000197872","FAM49A"
"668","chr2","Near_Lm2",16781269,16867399,"ENSG00000197872","FAM49A"
"669","chr2","Near_Lm2",20799761,20899760,"ENSG00000118961","C2orf43"
"670","chr2","Near_Lm2",20899761,20999760,"ENSG00000118961","C2orf43"
"671","chr2","Near_Lm2",20999761,21099760,"ENSG00000118961","C2orf43"
"672","chr2","Interior_Repr2",29322867,29422866,"ENSG00000171094","ALK"
"673","chr2","Interior_Repr2",29422867,29522866,"ENSG00000171094","ALK"
"674","chr2","Near_Lm1",29522867,29622866,"ENSG00000171094","ALK"
"675","chr2","Near_Lm1",29622867,29722866,"ENSG00000171094","ALK"
"676","chr2","Near_Lm1",29722867,29822866,"ENSG00000171094","ALK"
"677","chr2","Near_Lm1",29822867,29922866,"ENSG00000171094","ALK"
"678","chr2","Near_Lm1",29922867,30022866,"ENSG00000171094","ALK"
"679","chr2","Near_Lm1",30022867,30122866,"ENSG00000171094","ALK"
"680","chr2","Near_Lm1",30122867,30222866,"ENSG00000171094","ALK"
"681","chr2","Near_Lm2",39927141,40027140,"ENSG00000227028","SLC8A1-AS1"
"682","chr2","Near_Lm2",40027141,40127140,"ENSG00000227028","SLC8A1-AS1"
"683","chr2","Lamina",40127141,40227140,"ENSG00000227028","SLC8A1-AS1"
"684","chr2","Lamina",40227141,40327140,"ENSG00000227028","SLC8A1-AS1"
"685","chr2","Lamina",40327141,40427140,"ENSG00000227028","SLC8A1-AS1"
"686","chr2","Lamina",40427141,40527140,"ENSG00000227028","SLC8A1-AS1"
"687","chr2","Lamina",40227141,40327140,"ENSG00000183023","SLC8A1"
"688","chr2","Lamina",40327141,40427140,"ENSG00000183023","SLC8A1"
"689","chr2","Lamina",40427141,40527140,"ENSG00000183023","SLC8A1"
"690","chr2","Lamina",40527141,40627140,"ENSG00000183023","SLC8A1"
"691","chr2","Lamina",40627141,40727140,"ENSG00000183023","SLC8A1"
"692","chr2","Lamina",40727141,40827140,"ENSG00000183023","SLC8A1"
"693","chr2","Lamina",40827141,40927140,"ENSG00000183023","SLC8A1"
"694","chr2","Near_Lm2",53727139,53781083,"ENSG00000115239","GPR75-ASB3"
"695","chr2","Near_Lm2",53827138,53927137,"ENSG00000115239","GPR75-ASB3"
"696","chr2","Near_Lm2",53927138,54027137,"ENSG00000115239","GPR75-ASB3"
"697","chr2","Near_Lm2",54027138,54127137,"ENSG00000115239","GPR75-ASB3"
"698","chr2","Near_Lm1",72341598,72427129,"ENSG00000144036","EXOC6B"
"699","chr2","Near_Lm1",72427130,72527129,"ENSG00000144036","EXOC6B"
"700","chr2","Near_Lm1",72527130,72627129,"ENSG00000144036","EXOC6B"
"701","chr2","Near_Lm1",72627130,72727129,"ENSG00000144036","EXOC6B"
"702","chr2","Near_Lm1",72727130,72827129,"ENSG00000144036","EXOC6B"
"703","chr2","Near_Lm1",72827130,72927129,"ENSG00000144036","EXOC6B"
"704","chr2","Near_Lm1",72927130,73027129,"ENSG00000144036","EXOC6B"
"705","chr2","Near_Lm1",73027130,73127129,"ENSG00000144036","EXOC6B"
"706","chr2","Lamina",76927127,77027126,"ENSG00000176204","LRRTM4"
"707","chr2","Lamina",77027127,77127126,"ENSG00000176204","LRRTM4"
"708","chr2","Lamina",77127127,77227126,"ENSG00000176204","LRRTM4"
"709","chr2","Lamina",77227127,77327126,"ENSG00000176204","LRRTM4"
"710","chr2","Lamina",77327127,77427126,"ENSG00000176204","LRRTM4"
"711","chr2","Lamina",77427127,77527126,"ENSG00000176204","LRRTM4"
"712","chr2","Lamina",77527127,77627126,"ENSG00000176204","LRRTM4"
"713","chr2","Lamina",77627127,77727126,"ENSG00000176204","LRRTM4"
"714","chr2","Lamina",77727127,77827126,"ENSG00000176204","LRRTM4"
